analysis_id,scope,batch_id,cluster_id,finding_id,classification,relation_family,cause_theme,effect_theme,gap_label,explanation,policy_evidence_ids,sentiment_evidence_ids,counterevidence_ids,evidence_quality,direct_causal_comparability,direct_comparability_share,policy_to_sentiment_deficit,sentiment_to_policy_deficit,classification_agreement,relation_agreement,representative_confidence,mean_confidence,mean_evidence_faithfulness,recurrent_runs,total_runs,usable_runs,run_recurrence,attempt_recurrence,finding_match_stability,evidence_jaccard_stability,member_finding_ids,machine_retained,human_is_gap,human_category,human_evidence_faithful,human_confirmed,human_notes
global__batch_02,global,2,global__batch_02__cluster_05,S5,partial_alignment,requires_or_depends_on,AI ethical use,human dignity protection,Ethical AI depends on human dignity,"Policy evidence states students consider needs of others when acquiring data for AI systems, implying ethical responsibility. Sentiment evidence states ethical use of AI depends on protection of human dignity and agency of children. Both address ethical AI use and human considerations, but policy focuses on data acquisition while sentiment emphasizes dignity and agency. Directly comparable causal relationship with differing emphasis.","[""clean_sentence_008499""]","[""clean_sentence_017703""]",[],adequate,True,1.0,0.5,0.5,1.0,1.0,0.7,0.7,0.9,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_1:S5""]",False,,,,,
global__batch_02,global,2,global__batch_02__cluster_06,S3,alignment,enables_or_supports,AI tools,improved healthcare outcomes,AI improves healthcare,"Policy evidence (clean_sentence_000357) states AI could help with accessibility, reduced costs, and nutrition information, implying benefits in health-related domains. Sentiment evidence (clean_sentence_018721) explicitly says AI can analyze healthcare datasets to improve diagnosis and treatment outcomes. Both express AI's positive causal impact on healthcare or health-related services, with directly comparable causal meaning.","[""clean_sentence_000357""]","[""clean_sentence_018721""]",[],strong,True,1.0,0.2,0.2,1.0,1.0,0.9,0.9,0.8,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_3:S3""]",False,,,,,
global__batch_03,global,3,global__batch_03__cluster_01,S1,partial_alignment,enables_or_supports,AI use,personalized learning,AI personalization support,"Policy states AI can help personalize learning and support teachers. Sentiment notes AI can provide personal learning and act as a study coach, but emphasizes teachers' role in feedback and guidance. Both see AI as enabling personalized learning, but sentiment adds a condition that AI complements rather than replaces human teaching, a nuance absent in the cited policy sentence.","[""clean_sentence_013197""]","[""clean_sentence_018320""]",[],strong,True,1.0,0.25,0.2,0.5,1.0,0.85,0.825,0.9,2,4,3,0.6666666666666666,0.5,0.7191558441558442,1.0,"[""run_2:S1"", ""run_3:S5""]",False,,,,,
global__batch_03,global,3,global__batch_03__cluster_02,S2,sentiment_gap,risks_or_threatens,AI use in education,inherent risks,AI risk resistance,"Sentiment explicitly states AI's application in education should be resisted until inherent risks are controlled. Policy evidence, while acknowledging safety risks, does not express resistance; it focuses on principles and responsible use. This is a stronger risk emphasis in sentiment than in the cited policy.","[""clean_sentence_004686""]","[""clean_sentence_017251""]",[],adequate,True,1.0,0.6499999999999999,0.25,0.5,1.0,0.8,0.75,0.8500000000000001,2,4,3,0.6666666666666666,0.5,0.5453271028037383,0.3333333333333333,"[""run_2:S2"", ""run_4:S2""]",False,,,,,
global__batch_03,global,3,global__batch_03__cluster_03,S3,alignment,risks_or_threatens,AI overreliance,superficial learning,Overreliance harms learning,"Sentiment states overreliance on GenAI may lead to superficial learning and increased plagiarism. Policy evidence severs the assumed link that reduced cognitive load automatically leads to better learning, implying overreliance can be detrimental. Both express concern that excessive AI use harms learning outcomes.","[""clean_sentence_001573""]","[""clean_sentence_019279""]",[],adequate,True,1.0,0.2,0.2,1.0,1.0,0.9,0.9,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_2:S3""]",False,,,,,
global__batch_03,global,3,global__batch_03__cluster_04,S1,partial_alignment,enables_or_supports,collaborative practice,high standard AI implementation,Collaborative practice supports high standard AI implementation,"Policy states collaborative practice ensures high standard AI implementation. Sentiment states integrating optimistic narratives into AI development and policy could align technological progress with societal expectations. Both express that certain practices or narratives enable positive AI outcomes, but the specific mechanisms differ. The causal meaning is broadly comparable: supportive conditions lead to better AI integration.","[""clean_sentence_005172""]","[""clean_sentence_016221""]",[],adequate,True,1.0,0.4,0.4,1.0,1.0,0.6,0.6,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_3:S1""]",False,,,,,
global__batch_03,global,3,global__batch_03__cluster_05,S2,partial_alignment,requires_or_depends_on,robust policy frameworks,responsible AI use,Policy frameworks needed for responsible AI,"Policy asserts addressing generative AI concerns requires robust policy frameworks, ethical guidelines, and harmonised standards. Sentiment notes current AI use does not align with human needs, implying a need for better alignment mechanisms. Both highlight the necessity of governance or alignment for responsible AI, but policy specifies frameworks while sentiment focuses on human needs alignment.","[""clean_sentence_015280""]","[""clean_sentence_019045""]",[],adequate,True,1.0,0.5,0.5,1.0,1.0,0.6,0.6,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_3:S2""]",False,,,,,
global__batch_03,global,3,global__batch_03__cluster_06,S3,alignment,enables_or_supports,AI tools,teaching and learning support,AI support for education,"Policy evidence states generative AI has potential to support education delivery by streamlining tasks and supporting students. Sentiment evidence notes AI can provide personal learning and act as a study coach, enhancing engagement. Both express AI's enabling role in education, with closely aligned causal meaning.","[""clean_sentence_009416""]","[""clean_sentence_018320""]",[],strong,True,1.0,0.15000000000000002,0.15000000000000002,1.0,1.0,0.9,0.8500000000000001,0.8500000000000001,2,4,3,0.6666666666666666,0.5,0.6706896551724139,1.0,"[""run_3:S3"", ""run_4:S3""]",True,,,,,
global__batch_03,global,3,global__batch_03__cluster_07,S1,partial_alignment,causes_or_increases,AI use in education,learning outcomes,AI learning impact emphasis,"Policy evidence states AI can personalize learning and prepare students, implying positive outcomes. Sentiment evidence raises concerns that overreliance on GenAI may lead to superficial learning and increased plagiarism, implying negative outcomes. Both address AI's causal impact on learning, but with opposite valences, indicating partial alignment with differing emphasis.","[""clean_sentence_013197""]","[""clean_sentence_019279""]",[],strong,True,1.0,0.7,0.7,1.0,1.0,0.8,0.8,0.8,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_4:S1""]",False,,,,,
france__batch_01,france,1,france__batch_01__cluster_01,S1,partial_alignment,enables_or_supports,AI training,AI usage,Training impact on AI usage,"Policy states training had limited impact on AI usage. Sentiment indicates women's lack of self-confidence and need for training influences non-use. Both address training as a factor in AI adoption, but policy emphasizes limited impact while sentiment implies training need is a barrier. Directly comparable causal evidence exists, but emphasis differs.","[""clean_sentence_005123""]","[""clean_sentence_018632""]",[],adequate,True,1.0,0.6,0.6,1.0,1.0,0.7,0.7,0.8,2,3,3,0.6666666666666666,0.6666666666666666,1.0,1.0,"[""run_1:S1"", ""run_2:S1""]",True,,,,,
france__batch_01,france,1,france__batch_01__cluster_02,S2,alignment,reduces_or_prevents,personal AI use,distrust of AI,Personal use reduces distrust,"Sentiment evidence (clean_sentence_018638) states that distrust of AI decreases with personal use. Policy evidence (clean_sentence_012406) indicates that taking into account vigilance points allows effective and responsible use of generative AI, implying that proper use can mitigate risks. Both link AI use to reduced negative perceptions, though policy focuses on responsible use rather than general personal use.","[""clean_sentence_012406""]","[""clean_sentence_018638""]",[],adequate,True,1.0,0.3,0.3,1.0,1.0,0.6,0.6,0.8,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_2:S2""]",False,,,,,
france__batch_01,france,1,france__batch_01__cluster_03,S1,partial_alignment,causes_or_increases,personal AI use,trust in AI,Trust and personal use,"Policy evidence states training had limited impact on AI use, implying a weak causal link between training and use. Sentiment evidence states distrust decreases with personal use, implying personal use increases trust. Both address engagement with AI and attitudes, but policy focuses on training's effect on use, while sentiment focuses on use's effect on trust. Causal direction and themes differ, indicating partial alignment.","[""clean_sentence_005123""]","[""clean_sentence_018638""]",[],adequate,True,1.0,0.6,0.6,1.0,1.0,0.7,0.7,0.8,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_3:S1""]",False,,,,,
france__batch_02,france,2,france__batch_02__cluster_01,S1,partial_alignment,risks_or_threatens,AI adoption,job displacement,AI job threat perception,"Policy cites AI lag undermining sovereignty and economic weakness, while sentiment shows young people anticipate AI transforming or threatening employment. Both address AI's negative economic impact, but policy focuses on national competitiveness and sovereignty, whereas sentiment focuses on individual job security. Directly comparable causal evidence exists, but emphasis differs materially.","[""clean_sentence_014288""]","[""clean_sentence_018925""]",[],adequate,True,1.0,0.6,0.6,1.0,1.0,0.7,0.7,0.9,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_1:S1""]",False,,,,,
france__batch_02,france,2,france__batch_02__cluster_02,S4,partial_alignment,risks_or_threatens,AI use,ethical risks,Ethical risks of AI acknowledged in both policy and sentiment,"Policy sentence 011254 lists ethical risks of AI including bias, discrimination, and data disclosure. Sentiment sentence 018929 reports ethical risks as top barrier to training among those not wishing to train. Both identify ethical risks as a concern, but policy enumerates specific risks while sentiment reports them as a barrier to training. Directly comparable on ethical risk theme, with policy more detailed and sentiment focused on training reluctance.","[""clean_sentence_011254""]","[""clean_sentence_018929""]",[],strong,True,1.0,0.43333333333333335,0.43333333333333335,1.0,1.0,0.8,0.7666666666666666,0.9,3,3,3,1.0,1.0,0.7596422915252622,1.0,"[""run_1:S2"", ""run_2:S1"", ""run_3:S4""]",True,,,,,
france__batch_02,france,2,france__batch_02__cluster_03,S3,partial_alignment,enables_or_supports,AI training,AI understanding,Training for AI literacy,"Policy emphasizes school's role in supporting families for technological equity and preparing workers with AI skills. Sentiment states citizens demand real training to understand AI. Both see training as enabling AI understanding, but policy focuses on institutional support and equity, while sentiment emphasizes public demand for comprehensive training. Directly comparable causal evidence exists with differing emphasis.","[""clean_sentence_012375"", ""clean_sentence_012701""]","[""clean_sentence_015925""]",[],adequate,True,1.0,0.5,0.5,1.0,1.0,0.7,0.7,0.9,2,3,3,0.6666666666666666,0.6666666666666666,0.7333333333333333,0.6666666666666666,"[""run_1:S3"", ""run_2:S5""]",True,,,,,
france__batch_02,france,2,france__batch_02__cluster_04,S4,partial_alignment,risks_or_threatens,AI adoption,social inequality,Inequality risk perception,"Policy warns of risk of reinforcing inequalities, including gender bias in STEM and international digital divide. Sentiment shows digital mediation centers boost awareness and access, implying inequality concerns. Both address AI-related inequality, but policy focuses on educational and international gaps, while sentiment focuses on local digital access. Directly comparable causal evidence exists with differing emphasis.","[""clean_sentence_012233""]","[""clean_sentence_017896""]",[],adequate,True,1.0,0.6,0.6,1.0,1.0,0.6,0.6,0.9,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_1:S4""]",False,,,,,
france__batch_02,france,2,france__batch_02__cluster_05,S5,partial_alignment,risks_or_threatens,AI use,distrust,Distrust dynamics,"Policy notes teachers' reticence due to fears of professional dispossession. Sentiment shows high mistrust declining with personal use and increasing with age. Both address AI distrust, but policy focuses on teacher-specific professional fears, while sentiment focuses on general population trends. Directly comparable causal evidence exists with differing emphasis.","[""clean_sentence_011523""]","[""clean_sentence_018624"", ""clean_sentence_018643""]",[],adequate,True,1.0,0.6,0.6,1.0,1.0,0.6,0.6,0.9,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_1:S5""]",False,,,,,
france__batch_02,france,2,france__batch_02__cluster_06,S2,partial_alignment,enables_or_supports,digital mediation center,awareness of digital help,Digital mediation boosts awareness,"Sentiment sentence 017896 states living near a digital mediation center boosts awareness of digital help and encourages seeking assistance. Policy sentence 012375 states the school's role is to support families to improve equity of access and technological acculturation. Both involve support mechanisms improving digital access, but policy focuses on school support for families while sentiment focuses on mediation centers for individuals. Related but not identical causes and outcomes.","[""clean_sentence_012375""]","[""clean_sentence_017896""]",[],adequate,True,1.0,0.5,0.5,1.0,1.0,0.7,0.7,0.9,2,3,3,0.6666666666666666,0.6666666666666666,0.7390829694323144,1.0,"[""run_2:S2"", ""run_3:S2""]",True,,,,,
france__batch_02,france,2,france__batch_02__cluster_07,S3,partial_alignment,requires_or_depends_on,multidisciplinary training,digital mediators' tasks,Training needs for digital mediators,"Sentiment sentence 017904 states need for initial and lifelong multidisciplinary training for digital mediators to carry out varied tasks. Policy sentence 012074 states that considering only scientific training or only literacy risks being inadequate for citizens to understand future evolutions. Both emphasize need for broad training, but policy targets citizens broadly while sentiment targets digital mediators specifically. Comparable causal relation of training enabling competence.","[""clean_sentence_012074""]","[""clean_sentence_017904""]",[],adequate,True,1.0,0.55,0.55,1.0,1.0,0.7,0.7,0.9,2,3,3,0.6666666666666666,0.6666666666666666,0.5621951219512196,0.3333333333333333,"[""run_2:S3"", ""run_3:S3""]",True,,,,,
france__batch_02,france,2,france__batch_02__cluster_08,S4,partial_alignment,risks_or_threatens,AI technology,labour market disruption,AI labour market disruption,"Policy sentence 012713 states AI poses challenges including near-term labour-market disruption. Sentiment sentence 018925 states young people anticipate AI will transform or threaten employment in general. Both express AI causing employment threats, but policy is general while sentiment focuses on young people's perceptions and individual strategies. Directly comparable causal meaning with different scope.","[""clean_sentence_012713""]","[""clean_sentence_018925""]",[],adequate,True,1.0,0.4,0.4,1.0,1.0,0.8,0.8,0.9,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_2:S4""]",False,,,,,
france__batch_02,france,2,france__batch_02__cluster_09,S1,partial_alignment,risks_or_threatens,AI technology,risks and challenges,AI risks acknowledged in both policy and sentiment,"Policy sentence 012713 states AI poses challenges and risks including labour-market disruption and disinformation. Sentiment sentence 018923 reports 47% of young people see AI in work as a threat and 40% are pessimistic about societal impact. Both express AI as a source of risk, but policy enumerates specific risks while sentiment reports aggregate perceptions. Directly comparable causal meaning exists, with policy more specific and sentiment more general.","[""clean_sentence_012713""]","[""clean_sentence_018923""]",[],strong,True,1.0,0.3,0.4,1.0,1.0,0.8,0.8,0.9,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_3:S1""]",False,,,,,
france__batch_02,france,2,france__batch_02__cluster_10,S5,partial_alignment,causes_or_increases,AI use,mistrust,"Mistrust of AI linked to use in sentiment, policy notes teacher reticence","Sentiment sentence 018624 states high mistrust of AI tools, declining as personal use increases. Policy sentence 011523 states majority of teachers are defensive or reticent due to fears of dispossession. Both link AI adoption to mistrust or reticence, but sentiment shows mistrust decreases with use while policy shows teacher reticence persists. Directly comparable on mistrust/reticence, with opposite direction of change.","[""clean_sentence_011523""]","[""clean_sentence_018624""]",[],adequate,True,1.0,0.5,0.5,1.0,1.0,0.7,0.7,0.9,1,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,"[""run_3:S5""]",False,,,,,
france__batch_03,france,3,france__batch_03__cluster_01,S1,partial_alignment,enables_or_supports,perceived usefulness,AI tool usage,Perceived usefulness drives AI usage,"Sentiment evidence shows perceived usefulness encourages AI tool use among young people, with mutual reinforcement between usage intensity and perceived utility. Policy evidence indicates that after training, teachers with high self-efficacy use platforms more, implying a similar enabling mechanism but focused on training and self-efficacy rather than perceived usefulness. Both corpora link positive perceptions to increased usage, but the specific cause differs.","[""clean_sentence_005125""]","[""clean_sentence_018915"", ""clean_sentence_018917""]",[],adequate,True,1.0,0.6,0.4,1.0,0.5,0.7,0.6499999999999999,0.9,2,4,3,0.6666666666666666,0.5,0.7,0.5,"[""run_1:S1"", ""run_2:S2""]",True,,,,,
france__batch_03,france,3,france__batch_03__cluster_02,S1,partial_alignment,risks_or_threatens,AI use in education,pedagogical risks,AI risks in education,"Policy evidence expresses fear that AI may replace essential pedagogical functions and widen gaps between students. Sentiment evidence shows young people anticipate AI will transform or threaten employment. Both address AI's threatening potential, but policy focuses on pedagogical functions and equity, while sentiment focuses on employment. This is a partial alignment with different outcomes.","[""clean_sentence_011429""]","[""clean_sentence_018925""]",[],adequate,True,1.0,0.55,0.55,1.0,1.0,0.7,0.675,0.9,2,4,3,0.6666666666666666,0.5,0.6951219512195123,1.0,"[""run_1:S2"", ""run_4:S1""]",True,,,,,
france__batch_03,france,3,france__batch_03__cluster_03,S1,partial_alignment,enables_or_supports,AI training,AI tool usage,Training impact on AI adoption,"Policy evidence shows that after training, math teachers with high self-efficacy use AI platforms more. Sentiment evidence indicates that women who do not use AI more often cite need for training. Both link training to AI usage, but policy focuses on self-efficacy and specific platforms, while sentiment highlights gender-specific training needs. The causal direction is similar but the populations and mechanisms differ.","[""clean_sentence_005125""]","[""clean_sentence_018632""]",[],adequate,True,1.0,0.4666666666666666,0.4666666666666666,1.0,1.0,0.7,0.6333333333333333,0.9,3,4,3,1.0,0.75,0.5278624415416867,0.2222222222222222,"[""run_1:S3"", ""run_2:S1"", ""run_4:S5""]",True,,,,,
france__batch_03,france,3,france__batch_03__cluster_04,S4,partial_alignment,risks_or_threatens,AI use,ethical risks,Ethical risks hinder AI training,"Sentiment evidence shows ethical risks are the top barrier to AI training among young people who do not wish to be trained. Policy evidence emphasizes the need for an ethical and legal framework for AI use in education, acknowledging risks. Both recognize ethical concerns as a factor, but sentiment frames them as a barrier to training while policy frames them as a condition for responsible use.","[""clean_sentence_011233""]","[""clean_sentence_018929""]",[],adequate,True,1.0,0.5,0.5,1.0,1.0,0.6,0.6,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_1:S4""]",False,,,,,
france__batch_03,france,3,france__batch_03__cluster_05,S4,partial_alignment,requires_or_depends_on,ethical regulation,AI development,Need for ethical AI regulation,"Sentiment evidence shows that 52% of French people want the EU to develop AI while ensuring strict regulation to avoid abuses. Policy evidence states that AI must be used within an ethical and legal framework. Both express the need for regulation, but sentiment emphasizes EU-level action and strictness, while policy focuses on national educational context.","[""clean_sentence_011233""]","[""clean_sentence_015975""]",[],adequate,True,1.0,0.4,0.4,1.0,1.0,0.7,0.7,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_2:S4""]",False,,,,,
france__batch_03,france,3,france__batch_03__cluster_06,S2,partial_alignment,enables_or_supports,AI training,teacher self-efficacy,AI training and self-efficacy,"Policy evidence states that after training, math teachers with high self-efficacy use AI platforms more. Sentiment evidence suggests women's lack of self-confidence may be responsible for lower AI use, implying training could help. Both link training or confidence to AI adoption, but policy focuses on post-training self-efficacy, while sentiment focuses on gender-based confidence. Partial alignment.","[""clean_sentence_005125""]","[""clean_sentence_018632""]",[],adequate,True,1.0,0.4,0.4,1.0,1.0,0.6,0.6,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_4:S2""]",False,,,,,
france__batch_03,france,3,france__batch_03__cluster_07,S3,partial_alignment,enables_or_supports,AI use frequency,perceived usefulness,AI use and perceived utility,"Policy evidence states AI tools help trainers design hybrid training. Sentiment evidence shows usage intensity and perceived usefulness reinforce each other. Both indicate AI supports professional activities, but policy focuses on design support, while sentiment focuses on mutual reinforcement of use and perceived utility. Partial alignment.","[""clean_sentence_012399""]","[""clean_sentence_018917""]",[],adequate,True,1.0,0.5,0.5,1.0,1.0,0.6,0.6,0.9,1,4,3,0.3333333333333333,0.25,0.0,0.0,"[""run_4:S3""]",False,,,,,
ireland__batch_01,ireland,1,ireland__batch_01__cluster_01,S1,partial_alignment,risks_or_threatens,AI use in education,critical thinking skills,AI risk to critical thinking,"Policy evidence (clean_sentence_007878) states learners must use digital technologies critically, aware of opportunities and risks, implying AI can affect critical thinking. Sentiment evidence (clean_sentence_017239) explicitly claims AI is designed to force critical faculties to take a nap, a stronger negative causal claim. Both address AI's impact on critical thinking, but sentiment expresses a more direct and severe risk than policy's balanced framing.","[""clean_sentence_007878""]","[""clean_sentence_017239""]",[],adequate,True,1.0,0.2,0.7,0.5,1.0,0.7,0.7749999999999999,0.875,2,4,3,0.6666666666666666,0.5,0.6887931034482758,0.6666666666666666,"[""run_1:S1"", ""run_4:S1""]",False,,,,,
ireland__batch_01,ireland,1,ireland__batch_01__cluster_02,S3,sentiment_gap,risks_or_threatens,overreliance on AI,passive students and supervisory teachers,Sentiment warns of passive learning roles,"Sentiment evidence reports risk of turning students into passive consumers and teachers into supervisors due to overreliance on AI. Policy evidence promotes active, learner-centred approaches but does not explicitly address this role transformation risk. The causal relationship is comparable: both concern AI's impact on learner and teacher roles, but sentiment highlights a negative outcome absent in policy.","[""clean_sentence_007878""]","[""clean_sentence_017250""]",[],adequate,True,1.0,0.3,0.6166666666666667,0.6666666666666666,1.0,0.8,0.6999999999999998,0.85,3,4,3,1.0,0.75,0.602418414918415,0.5555555555555555,"[""run_1:S2"", ""run_2:S1"", ""run_4:S3""]",True,,,,,
