direction,source_claim_id,source_chunk_id,source_doc_id,source_country,source_topic_space,source_topic,source_topic_code,source_relation_type,source_claim,source_excerpt,matched_claim_id,matched_chunk_id,matched_topic_space,matched_topic,matched_topic_code,matched_claim,matched_excerpt,top1_similarity,topk_mean_similarity,coverage_deficit,embedding_method,below_calibrated_threshold,coverage_threshold,threshold_method,similarity_band,review_is_match,review_notes
policy_to_sentiment,policy_claim_03821,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity_chunk_0014,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity,usa,policy,8,P8,causes_or_increases,"I chose California due to its highincome inequality, but central proximity to the epicenter of AI innovation: Silicon Valley.","I chose California due to its highincome inequality, but central proximity to the epicenter of AI innovation: Silicon Valley.",sentiment_claim_00364,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn_chunk_0001,sentiment,3,S3,"Equity and the flipped AI divide : AI has the potential to exacerbate existing educational inequalities due to a gap in access to technology between different socio-economic groups, a gap that is beginning to flip so that students from higher-income backgrounds retain access to human teachers, while others are 'relegated' to AI-mediated instruction..","Equity and the flipped AI divide : AI has the potential to exacerbate existing educational inequalities due to a gap in access to technology between different socio-economic groups, a gap that is beginning to flip so that students from higher-income backgrounds retain access to human teachers, while others are 'relegated' to AI-mediated instruction..",0.5361387729644775,0.5057759881019592,0.49422401189804077,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_00338,policy_ai_cognitive_offloading_and_implications_for_education_chunk_0039,policy_ai_cognitive_offloading_and_implications_for_education,australia,policy,4,P4,requires_or_depends_on,Technology is not needed to achieve this.,Technology is not needed to achieve this.,sentiment_claim_00439,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0004,sentiment,5,S5,"Indeed, while these places can help identify and direct people in difficulty towards digital mediation services, the help they provide is not part of a process of appropriating digital technologies.","Indeed, while these places can help identify and direct people in difficulty towards digital mediation services, the help they provide is not part of a process of appropriating digital technologies.",0.3987826704978943,0.3734471797943115,0.6265528202056885,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_01926,policy_ai_report_us_gov_chunk_0118,policy_ai_report_us_gov,usa,policy,6,P6,enables_or_supports,The Department encourages parallel work by constituents in all levels of the educational system.,The Department encourages parallel work by constituents in all levels of the educational system.,sentiment_claim_00066,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0033,sentiment,3,S3,Thematic initiatives are designed in parallel to support sectoral engagement with AI.,Thematic initiatives are designed in parallel to support sectoral engagement with AI.,0.5115512013435364,0.48691096901893616,0.5130890309810638,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_03179,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0002,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,france,policy,2,P2,expected_to_improve,"L'effervescence médiatique renforce , chez certains acteurs, le sentiment d'être déjà dépassé.","L'effervescence médiatique renforce , chez certains acteurs, le sentiment d'être déjà dépassé.",sentiment_claim_00060,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0028,sentiment,4,S4,"Moreover, algorithmically curated content might distort young people's vision of reality (for example by pushing radical content or disinformation their way) and leading to radicalisation and social isolation.","Moreover, algorithmically curated content might distort young people's vision of reality (for example by pushing radical content or disinformation their way) and leading to radicalisation and social isolation.",0.5171458125114441,0.49639892578125,0.50360107421875,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_00129,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en_chunk_0001,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en,ireland,policy,8,P8,reduces_or_prevents,The availability of these services reduces the administrative burden on taxpayers and makes it as easy as possible to be tax compliant.,The availability of these services reduces the administrative burden on taxpayers and makes it as easy as possible to be tax compliant.,sentiment_claim_00751,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform_chunk_0014,sentiment,5,S5,AI will reduce workload and administrative burden 2.,AI will reduce workload and administrative burden 2.,0.46500808000564575,0.4282630980014801,0.5717369019985199,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_01317,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023_chunk_0070,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023,australia,policy,6,P6,causes_or_increases,The vertical axis represents increasing stakeholders and complexity.,The vertical axis represents increasing stakeholders and complexity.,sentiment_claim_00757,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform_chunk_0015,sentiment,5,S5,"More practical and infrastructural needs complete the picture: 25% point to technical support and infrastructure improvements, 22% call for dedicated time for experimentation and collaboration, and 20% express interest in communities of practice and peer learning.","More practical and infrastructural needs complete the picture: 25% point to technical support and infrastructure improvements, 22% call for dedicated time for experimentation and collaboration, and 20% express interest in communities of practice and peer learning.",0.46325811743736267,0.4601781368255615,0.5398218631744385,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_02700,policy_generative_artificial_intelligence_ai_in_k_12_classrooms_v2_chunk_0027,policy_generative_artificial_intelligence_ai_in_k_12_classrooms_v2,usa,policy,7,P7,requires_or_depends_on,"These efforts should include mechanisms for reporting such incidents, as mandated by ORS 339.356, which requires schools to have a uniform procedure for reporting and investigating acts of harassment, intimidation, bullying and cyberbullying.","These efforts should include mechanisms for reporting such incidents, as mandated by ORS 339.356, which requires schools to have a uniform procedure for reporting and investigating acts of harassment, intimidation, bullying and cyberbullying.",sentiment_claim_00416,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn_chunk_0021,sentiment,3,S3,"By integrating enforceable controls, educational institutions might protect the professional autonomy of teachers and the independent development of students, avoiding risks such as 'automated abdication' and 'cognitive atrophy'.","By integrating enforceable controls, educational institutions might protect the professional autonomy of teachers and the independent development of students, avoiding risks such as 'automated abdication' and 'cognitive atrophy'.",0.5014586448669434,0.49030938744544983,0.5096906125545502,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_00389,policy_ai_cognitive_offloading_and_implications_for_education_chunk_0059,policy_ai_cognitive_offloading_and_implications_for_education,australia,policy,4,P4,enables_or_supports,This paper directly supports the mechanism proposed in Ejaz et al.,This paper directly supports the mechanism proposed in Ejaz et al.,sentiment_claim_00493,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn_chunk_0025,sentiment,3,S3,All interviews and focus groups followed a strict protocol to ensure comparability and scientific rigour.,All interviews and focus groups followed a strict protocol to ensure comparability and scientific rigour.,0.4126752018928528,0.3844728469848633,0.6155271530151367,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_00047,policy_2025_12_16_first_interim_report_en_chunk_0010,policy_2025_12_16_first_interim_report_en,ireland,policy,8,P8,enables_or_supports,These reports should be made publicly accessible to ensure transparency and accountability.,These reports should be made publicly accessible to ensure transparency and accountability.,sentiment_claim_00044,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0022,sentiment,3,S3,"This situation becomes especially important when personalised learning products are designed by private companies which need to process very sensitive data, thus raising new questions about privacy.","This situation becomes especially important when personalised learning products are designed by private companies which need to process very sensitive data, thus raising new questions about privacy.",0.4878787100315094,0.4563775956630707,0.5436224043369293,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_02749,policy_guidance_for_ai_policy_development_chunk_0004,policy_guidance_for_ai_policy_development,usa,policy,7,P7,enables_or_supports,"None of these areas exist in a vacuum; instead, they will continually feed the other in order to be interwoven with the policy development and review, improvement and transformation, and organizational learning.","None of these areas exist in a vacuum; instead, they will continually feed the other in order to be interwoven with the policy development and review, improvement and transformation, and organizational learning.",sentiment_claim_00123,sentiment_original_20251119_les_francais_lia_chunk_0014,sentiment,8,S8,C'est précisément pour éviter ce glissement que la formation doit être pensée comme un levier de maîtrise collective et non comme une simple faculté individuelle.,C'est précisément pour éviter ce glissement que la formation doit être pensée comme un levier de maîtrise collective et non comme une simple faculté individuelle.,0.49254244565963745,0.47235092520713806,0.5276490747928619,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lowest_10pct,,
policy_to_sentiment,policy_claim_01468,policy_ai_policy_april_2025_v2_chunk_0005,policy_ai_policy_april_2025_v2,usa,policy,5,P5,enables_or_supports,Collaboration and Knowledge Sharing: we will foster collaboration and knowledge sharing across Trust schools and with outside agencies regarding best practices in AI implementation.,Collaboration and Knowledge Sharing: we will foster collaboration and knowledge sharing across Trust schools and with outside agencies regarding best practices in AI implementation.,sentiment_claim_00112,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0056,sentiment,4,S4,"An integral part of all the recommendations is the cross-sectoral collaboration, since advancing AI in the youth sector needs diverse voices and types of expertise.","An integral part of all the recommendations is the cross-sectoral collaboration, since advancing AI in the youth sector needs diverse voices and types of expertise.",0.6712608337402344,0.6510501503944397,0.3489498496055603,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_03295,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0111,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,france,policy,2,P2,enables_or_supports,"Pour autant, l es observations de la mission montrent que, concernant l'IA, ce modèle ne permet pas d'assurer une réponse satisfaisante.","Pour autant, l es observations de la mission montrent que, concernant l'IA, ce modèle ne permet pas d'assurer une réponse satisfaisante.",sentiment_claim_00222,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0055,sentiment,5,S5,"This is interesting when one considers that four participants (44.4%) mentioned that AI is designed to address or achieve specific goals, but how can it do this if it doesn't collect data to illustrate that it has achieved these goals.","This is interesting when one considers that four participants (44.4%) mentioned that AI is designed to address or achieve specific goals, but how can it do this if it doesn't collect data to illustrate that it has achieved these goals.",0.6575086116790771,0.6286654472351074,0.3713345527648926,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_00408,policy_ai_cognitive_offloading_and_implications_for_education_chunk_0068,policy_ai_cognitive_offloading_and_implications_for_education,australia,policy,4,P4,reduces_or_prevents,"Through a phenomenological approach, the authors found that students perceive ChatGPT as reducing all forms of cognitive load.","Through a phenomenological approach, the authors found that students perceive ChatGPT as reducing all forms of cognitive load.",sentiment_claim_00238,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0067,sentiment,7,S7,"For example, they outlined how the use of ChatGPT was useful for planning, expressing frustration at the need for very specific prompts but how this also helped them to clarify their own thoughts.","For example, they outlined how the use of ChatGPT was useful for planning, expressing frustration at the need for very specific prompts but how this also helped them to clarify their own thoughts.",0.6251276731491089,0.5904815196990967,0.4095184803009033,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_00351,policy_ai_cognitive_offloading_and_implications_for_education_chunk_0042,policy_ai_cognitive_offloading_and_implications_for_education,australia,policy,4,P4,expected_to_improve,The study found that this approach significantly improved student pass rates and that the benefits were greatest for students of less-experienced or lower-rated tutors.,The study found that this approach significantly improved student pass rates and that the benefits were greatest for students of less-experienced or lower-rated tutors.,sentiment_claim_00709,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025_chunk_0026,sentiment,2,S2,"do you think it could help more people to succeed in education and training, or could it disadvantage certain learners)?","do you think it could help more people to succeed in education and training, or could it disadvantage certain learners)?",0.6455354690551758,0.6001465916633606,0.3998534083366394,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_01284,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023_chunk_0049,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023,australia,policy,6,P6,causes_or_increases,"At times, there appears to be an assumption that stating principles will lead to a form of governance or self-governance.","At times, there appears to be an assumption that stating principles will lead to a form of governance or self-governance.",sentiment_claim_00446,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0009,sentiment,6,S6,"Thus, in this context, the subject of access to rights relies on a ""practical sense of administration"", i.e.","Thus, in this context, the subject of access to rights relies on a ""practical sense of administration"", i.e.",0.561181902885437,0.5529376864433289,0.44706231355667114,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_03372,policy_men_dne_brochure_ia_2024_uk_web_chunk_0014,policy_men_dne_brochure_ia_2024_uk_web,france,policy,8,P8,expected_to_improve,"One extreme argues for a moratorium on experiments with generative AI more advanced than GPT-4 (Future of Life Institute, 2023) while the other believes that the supposed existential risks of AI are overhyped (LeCun and Ng, 2023).","One extreme argues for a moratorium on experiments with generative AI more advanced than GPT-4 (Future of Life Institute, 2023) while the other believes that the supposed existential risks of AI are overhyped (LeCun and Ng, 2023).",sentiment_claim_00352,sentiment_original_ai_views_of_youth_workers_chunk_0034,sentiment,4,S4,"As one study participant argued, 'the new [AI] trends should not be disregarded and blocked, but rather explored and addressed responsibly because we never know what it could bring us in the end'.","As one study participant argued, 'the new [AI] trends should not be disregarded and blocked, but rather explored and addressed responsibly because we never know what it could bring us in the end'.",0.6176153421401978,0.6016550660133362,0.3983449339866638,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
policy_to_sentiment,policy_claim_03239,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0069,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,france,policy,2,P2,requires_or_depends_on,"Ces constats appellent à penser la réponse éducative en lien avec la complexité du monde, ce que le Cadre européen des compétences de culture démocratique appelle la « tolérance de l'ambiguïté » 14 .","Ces constats appellent à penser la réponse éducative en lien avec la complexité du monde, ce que le Cadre européen des compétences de culture démocratique appelle la « tolérance de l'ambiguïté » 14 .",sentiment_claim_00122,sentiment_original_20251119_les_francais_lia_chunk_0013,sentiment,8,S8,Compétences à enseigner dans les modules sur l'IA Cette figure montre quelles compétences les répondants favorables à l’intégration de modules obligatoires sur l’IA souhaitent voir encouragées par les politiques publiques européennes.,Compétences à enseigner dans les modules sur l'IA Cette figure montre quelles compétences les répondants favorables à l’intégration de modules obligatoires sur l’IA souhaitent voir encouragées par les politiques publiques européennes.,0.5739918351173401,0.5532585978507996,0.44674140214920044,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional,lower_middle,,
