direction,source_claim_id,source_chunk_id,source_doc_id,source_country,source_topic_space,source_topic,source_topic_code,source_relation_type,source_claim,source_excerpt,matched_claim_id,matched_chunk_id,matched_topic_space,matched_topic,matched_topic_code,matched_claim,matched_excerpt,top1_similarity,topk_mean_similarity,coverage_deficit,embedding_method,analysis_country,below_calibrated_threshold,coverage_threshold,threshold_method
sentiment_to_policy,sentiment_claim_00130,sentiment_original_20251119_les_francais_lia_chunk_0021,sentiment_original_20251119_les_francais_lia,france,sentiment,8,S8,reduces_or_prevents,"Dans La fin de l'individu , Gaspard Koenig souligne que l'IA peut progressivement réduire les marges de manœuvre en orientant les choix, en anticipant les comportements et en rendant les alternatives moins visibles.","Dans La fin de l'individu , Gaspard Koenig souligne que l'IA peut progressivement réduire les marges de manœuvre en orientant les choix, en anticipant les comportements et en rendant les alternatives moins visibles.",policy_claim_03230,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0055,policy,2,P2,"Ici, l'IA permet un renversement de la relation pé dagogique : l'appui de l'IA permet de basculer vers une logique d'enseignement i nversé.","Ici, l'IA permet un renversement de la relation pé dagogique : l'appui de l'IA permet de basculer vers une logique d'enseignement i nversé.",0.6322270631790161,0.6258869767189026,0.3741130232810974,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00131,sentiment_original_20251119_les_francais_lia_chunk_0021,sentiment_original_20251119_les_francais_lia,france,sentiment,8,S8,requires_or_depends_on,"Et sans liberté, la responsabilité individuelle cesse d'exister car elle suppose une capacité de décision éclairée .","Et sans liberté, la responsabilité individuelle cesse d'exister car elle suppose une capacité de décision éclairée .",policy_claim_03209,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0028,policy,2,P2,"Par ailleurs, la nécessité de travailler également sans IA et en toute autonomie, pour acquérir certaines capacités et compétences doit être réaffirmée pour centrer le questionnement sur les plus-values des usages autorisés et encouragés.","Par ailleurs, la nécessité de travailler également sans IA et en toute autonomie, pour acquérir certaines capacités et compétences doit être réaffirmée pour centrer le questionnement sur les plus-values des usages autorisés et encouragés.",0.5342975854873657,0.5267292261123657,0.4732707738876343,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00435,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0002,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,6,S6,causes_or_increases,"These successive initiatives reflect a response to the population's growing need for digital support , and have also contributed to a gradual and sometimes imprecise redefinition of the missions assigned to digital mediators, in a context of ongoing professionalization.","These successive initiatives reflect a response to the population's growing need for digital support , and have also contributed to a gradual and sometimes imprecise redefinition of the missions assigned to digital mediators, in a context of ongoing professionalization.",policy_claim_03686,policy_our_ai_our_ambition_for_france_chunk_0005,policy,8,P8,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,0.7030333280563354,0.6186744570732117,0.38132554292678833,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00436,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0003,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,5,S5,enables_or_supports,"It is within the framework of popular education that mediation applied to the field of digital technologies has developed, advocating the dissemination of a technical culture defined as a minimum of knowledge and know-how enabling individuals to ""reappropriate"" technologies.","It is within the framework of popular education that mediation applied to the field of digital technologies has developed, advocating the dissemination of a technical culture defined as a minimum of knowledge and know-how enabling individuals to ""reappropriate"" technologies.",policy_claim_03686,policy_our_ai_our_ambition_for_france_chunk_0005,policy,8,P8,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,0.6562891006469727,0.6341581344604492,0.3658418655395508,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00437,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0003,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,5,S5,enables_or_supports,"The aim is to positively influence the appropriation of technologies by different audiences (i.e., the process by which an individual integrates a technical device into his or her practice, adapting it to his or her culture, needs and values), and thus enable their empowerment by taking into account the contexts of use as well as the socio-cultural characteristics of individuals.","The aim is to positively influence the appropriation of technologies by different audiences (i.e., the process by which an individual integrates a technical device into his or her practice, adapting it to his or her culture, needs and values), and thus enable their empowerment by taking into account the contexts of use as well as the socio-cultural characteristics of individuals.",policy_claim_03686,policy_our_ai_our_ambition_for_france_chunk_0005,policy,8,P8,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,0.6218916177749634,0.5412952303886414,0.45870476961135864,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00438,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0004,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,5,S5,causes_or_increases,"However, 20% have to drive 7 minutes or more to get there.","However, 20% have to drive 7 minutes or more to get there.",policy_claim_03283,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0099,policy,2,P2,Cette modalité nécessite de mobiliser des moyens permettant de financer 28 800 heures de formations.,Cette modalité nécessite de mobiliser des moyens permettant de financer 28 800 heures de formations.,0.2986535131931305,0.27690431475639343,0.7230956852436066,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00439,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0004,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,5,S5,enables_or_supports,"Indeed, while these places can help identify and direct people in difficulty towards digital mediation services, the help they provide is not part of a process of appropriating digital technologies.","Indeed, while these places can help identify and direct people in difficulty towards digital mediation services, the help they provide is not part of a process of appropriating digital technologies.",policy_claim_03315,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0132,policy,2,P2,"Une stratégie de communs numériques qui nécessite un accompagnement En parallèle aux solutions portées par des acteurs privés, les communs numériques portés par la communauté enseignante avec le soutien logistique de la direction numérique de l'éducation (DNE) via LaForgeÉdu 61 ont fait émerger, outre des ressources pédagogiques, des outils d'IA développés et maintenus par des enseignants et qui sont, pour certains, bien identifiés par la communauté éducative.","Une stratégie de communs numériques qui nécessite un accompagnement En parallèle aux solutions portées par des acteurs privés, les communs numériques portés par la communauté enseignante avec le soutien logistique de la direction numérique de l'éducation (DNE) via LaForgeÉdu 61 ont fait émerger, outre des ressources pédagogiques, des outils d'IA développés et maintenus par des enseignants et qui sont, pour certains, bien identifiés par la communauté éducative.",0.5323476791381836,0.4921053946018219,0.5078946053981781,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00440,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0005,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,6,S6,enables_or_supports,"It is also interesting to note that the process of dematerializing administrative procedures has helped to blur the boundaries between professional groups: digital mediators, social workers and administrative mediators.","It is also interesting to note that the process of dematerializing administrative procedures has helped to blur the boundaries between professional groups: digital mediators, social workers and administrative mediators.",policy_claim_03188,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0011,policy,2,P2,"Un contexte marqué par une effervescence institutionnelle à tous les niveaux, au risque de la confusion public innovant soutenu par le Secrétariat général pour l'investiss ement, opéré par la Banque des territoires et favorisant le déploiement de solutions EdTech basées sur l'IA.","Un contexte marqué par une effervescence institutionnelle à tous les niveaux, au risque de la confusion public innovant soutenu par le Secrétariat général pour l'investiss ement, opéré par la Banque des territoires et favorisant le déploiement de solutions EdTech basées sur l'IA.",0.5427694320678711,0.5372024178504944,0.4627975821495056,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00441,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0006,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,6,S6,enables_or_supports,"Impact on digital mediators In order to meet the growing demand for support in digital administrative relations, often characterized by the social urgency of applicants, digital mediators are sometimes obliged to provide administrative support, the nature and volume of which vary according to the audience and location.","Impact on digital mediators In order to meet the growing demand for support in digital administrative relations, often characterized by the social urgency of applicants, digital mediators are sometimes obliged to provide administrative support, the nature and volume of which vary according to the audience and location.",policy_claim_03686,policy_our_ai_our_ambition_for_france_chunk_0005,policy,8,P8,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,0.635565996170044,0.5756484866142273,0.4243515133857727,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00442,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0007,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,5,S5,causes_or_increases,Impact on social workers The dematerialization of the relationship with the administration for access to social rights is also leading to a reconfiguration of social work.,Impact on social workers The dematerialization of the relationship with the administration for access to social rights is also leading to a reconfiguration of social work.,policy_claim_03687,policy_our_ai_our_ambition_for_france_chunk_0005,policy,8,P8,Social networks are undermining political systems Technological concentration polarizes the distribution of wealth Algorithms contribute to inequalities in work and employment The massification of uses is accompanied by a growing environmental impact The power of certain companies limits the ability of sovereign states to act Artificial intelligence extends and deepens this trend.,Social networks are undermining political systems Technological concentration polarizes the distribution of wealth Algorithms contribute to inequalities in work and employment The massification of uses is accompanied by a growing environmental impact The power of certain companies limits the ability of sovereign states to act Artificial intelligence extends and deepens this trend.,0.5365185737609863,0.47175467014312744,0.5282453298568726,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00443,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0007,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,5,S5,requires_or_depends_on,"These professional postures depend on contextual variables such as working conditions and workload, and individual variables relating to their levels of digital competence, as well as their conception of the profession.","These professional postures depend on contextual variables such as working conditions and workload, and individual variables relating to their levels of digital competence, as well as their conception of the profession.",policy_claim_03209,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0028,policy,2,P2,"Par ailleurs, la nécessité de travailler également sans IA et en toute autonomie, pour acquérir certaines capacités et compétences doit être réaffirmée pour centrer le questionnement sur les plus-values des usages autorisés et encouragés.","Par ailleurs, la nécessité de travailler également sans IA et en toute autonomie, pour acquérir certaines capacités et compétences doit être réaffirmée pour centrer le questionnement sur les plus-values des usages autorisés et encouragés.",0.5007987022399902,0.49197378754615784,0.5080262124538422,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00444,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0008,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,france,sentiment,6,S6,enables_or_supports,"Invested with an institutionally-recognized mission to assist with administrative procedures, and insofar as they benefit from training that enables them to familiarize themselves with administrative procedures and interfaces, access point agents are much better equipped and trained than digital mediators or social workers to help people with their administrative procedures.","Invested with an institutionally-recognized mission to assist with administrative procedures, and insofar as they benefit from training that enables them to familiarize themselves with administrative procedures and interfaces, access point agents are much better equipped and trained than digital mediators or social workers to help people with their administrative procedures.",policy_claim_03307,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0118,policy,2,P2,"Au-delà de la divergence de priorités pouvant exister dans un système fédéral, cet exemple illustre que l'intégration de l'IA dans le pilota ge administratif et pédagogique, la planification stratégique et budgétaire, l'évaluation et le suivi de la progress ion des élèves ainsi que la supervision des usages éthiques de l'IA peut conduire à une approche plutôt volontariste (qu'on qualifie parfois de pro -innovation) ou une approche privilégiant la sécurité (qu'on qualifie parfois d'orientée vers la régulation).","Au-delà de la divergence de priorités pouvant exister dans un système fédéral, cet exemple illustre que l'intégration de l'IA dans le pilota ge administratif et pédagogique, la planification stratégique et budgétaire, l'évaluation et le suivi de la progress ion des élèves ainsi que la supervision des usages éthiques de l'IA peut conduire à une approche plutôt volontariste (qu'on qualifie parfois de pro -innovation) ou une approche privilégiant la sécurité (qu'on qualifie parfois d'orientée vers la régulation).",0.5617031455039978,0.5525862574577332,0.44741374254226685,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,france,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
