direction,source_claim_id,source_chunk_id,source_doc_id,source_country,source_topic_space,source_topic,source_topic_code,source_relation_type,source_claim,source_excerpt,matched_claim_id,matched_chunk_id,matched_topic_space,matched_topic,matched_topic_code,matched_claim,matched_excerpt,top1_similarity,topk_mean_similarity,coverage_deficit,embedding_method,below_calibrated_threshold,coverage_threshold,threshold_method
synthetic_to_policy,synthetic_sentiment_claim_00010,sentiment_synthetic_sentiment_press_release_aa_chunk_0003,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,3,S3,enables_or_supports,"Its impact in Europe is significant, with investments in research and development and initiatives to promote its adoption.","Its impact in Europe is significant, with investments in research and development and initiatives to promote its adoption.",policy_claim_02408,policy_digital_strategy_for_schools_to_2027_chunk_0080,policy,5,P5,This blended learning approach continues to increase in prominence across Europe and globally.,This blended learning approach continues to increase in prominence across Europe and globally.,0.590180516242981,0.5753454566001892,0.4246545433998108,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00011,sentiment_synthetic_sentiment_press_release_aa_chunk_0003,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,3,S3,causes_or_increases,"However, the adoption of AI also raises ethical and societal concerns that need to be addressed.","However, the adoption of AI also raises ethical and societal concerns that need to be addressed.",policy_claim_00796,policy_ai_competency_framework_for_teachers_chunk_0043,policy,3,P3,"However, the effective and ethical use of AI in education depends on various factors including, but not limited to, access to digital infrastructure, and to the internet in particular; availability of AI resources; regulations on data security and privacy; policy guidance and incentives; and professional development opportunities.","However, the effective and ethical use of AI in education depends on various factors including, but not limited to, access to digital infrastructure, and to the internet in particular; availability of AI resources; regulations on data security and privacy; policy guidance and incentives; and professional development opportunities.",0.7866019606590271,0.7838099598884583,0.21619004011154175,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00012,sentiment_synthetic_sentiment_press_release_aa_chunk_0003,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,3,S3,requires_or_depends_on,"Public confidence depends on positive effects, AI literacy and digital education.","Public confidence depends on positive effects, AI literacy and digital education.",policy_claim_00032,policy_2025_12_16_first_interim_report_en_chunk_0007,policy,8,P8,"Information for the public on digital literacy and AI, critical thinking, their rights, consent, profiling, bias, scams and bad actors, AI and its potential harms and benefits, how to have a voice in terms of public policy around AI, how to engage in or opt out of AI on their devices, how to ensure their digital rights are being respected and that they can access information on how AI systems are being used in public service bodies.","Information for the public on digital literacy and AI, critical thinking, their rights, consent, profiling, bias, scams and bad actors, AI and its potential harms and benefits, how to have a voice in terms of public policy around AI, how to engage in or opt out of AI on their devices, how to ensure their digital rights are being respected and that they can access information on how AI systems are being used in public service bodies.",0.707729697227478,0.6936761736869812,0.3063238263130188,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00013,sentiment_synthetic_sentiment_press_release_aa_chunk_0003,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,3,S3,requires_or_depends_on,"Public confidence depends on AI literacy, generative AI and professional learning.","Public confidence depends on AI literacy, generative AI and professional learning.",policy_claim_01040,policy_ai_guidance_chunk_0043,policy,7,P7,"AI literacy involves more than understanding how AI systems work; it also requires developing critical thinking skills that enable learners to identify misinformation, recognize algorithmic bias, analyze information sources, and maintain a sense of ethical self-direction online.","AI literacy involves more than understanding how AI systems work; it also requires developing critical thinking skills that enable learners to identify misinformation, recognize algorithmic bias, analyze information sources, and maintain a sense of ethical self-direction online.",0.7647430896759033,0.7621752619743347,0.23782473802566528,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00014,sentiment_synthetic_sentiment_press_release_aa_chunk_0003,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,3,S3,requires_or_depends_on,"Public confidence depends on trust and transparency, assessment and academic integrity and AI tools.","Public confidence depends on trust and transparency, assessment and academic integrity and AI tools.",policy_claim_02713,policy_generative_artificial_intelligence_guidelines_chunk_0007,policy,7,P7,"Transparency Transparency when using AI in schools is essential for building trust, ensuring fairness, promoting accountability, enhancing understanding and safeguarding privacy.","Transparency Transparency when using AI in schools is essential for building trust, ensuring fairness, promoting accountability, enhancing understanding and safeguarding privacy.",0.7545844316482544,0.7395480275154114,0.2604519724845886,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00015,sentiment_synthetic_sentiment_press_release_aa_chunk_0003,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,3,S3,requires_or_depends_on,"Public confidence depends on fair access, responsible use and teacher training.","Public confidence depends on fair access, responsible use and teacher training.",policy_claim_01910,policy_ai_report_us_gov_chunk_0112,policy,8,P8,"And yet, teachers, students, and their families/caregivers need support to build appropriate levels of trust in systems that affect their work.","And yet, teachers, students, and their families/caregivers need support to build appropriate levels of trust in systems that affect their work.",0.6527924537658691,0.6462584733963013,0.35374152660369873,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00016,sentiment_synthetic_sentiment_press_release_aa_chunk_0004,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,1,S1,requires_or_depends_on,"Public confidence depends on human oversight, digital education and teacher training.","Public confidence depends on human oversight, digital education and teacher training.",policy_claim_03442,policy_men_dne_brochure_ia_2024_uk_web_chunk_0057,policy,2,P2,Lignes directrices pour les enseignants et les éducateurs en matière de lutte contre la désinformation et de promotion de l'habileté numérique par l'éducation et la formation .,Lignes directrices pour les enseignants et les éducateurs en matière de lutte contre la désinformation et de promotion de l'habileté numérique par l'éducation et la formation .,0.6984012126922607,0.6800961494445801,0.3199038505554199,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00017,sentiment_synthetic_sentiment_press_release_aa_chunk_0004,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,1,S1,enables_or_supports,"Indicative comment: 'So I think that there was a lot in the MOOC, of course, and I think what the learning day did is that it really helped highlight the important things out of the MOOC.","Indicative comment: 'So I think that there was a lot in the MOOC, of course, and I think what the learning day did is that it really helped highlight the important things out of the MOOC.",policy_claim_03397,policy_men_dne_brochure_ia_2024_uk_web_chunk_0029,policy,5,P5,4.2 How does it contribute to the learning experience?,4.2 How does it contribute to the learning experience?,0.5255917310714722,0.4993263781070709,0.5006736218929291,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00018,sentiment_synthetic_sentiment_press_release_aa_chunk_0004,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,1,S1,enables_or_supports,It really helped to cement that.,It really helped to cement that.,policy_claim_03098,policy_guidetoaiinschools_chunk_0089,policy,0,P0,That's why contributing to this guide was so important to me.,That's why contributing to this guide was so important to me.,0.4369134306907654,0.4222669303417206,0.5777330696582794,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00019,sentiment_synthetic_sentiment_press_release_aa_chunk_0004,sentiment_synthetic_sentiment_press_release_aa,synthetic,sentiment,1,S1,requires_or_depends_on,"Public confidence depends on AI literacy, responsible use and teaching and learning.","Public confidence depends on AI literacy, responsible use and teaching and learning.",policy_claim_01040,policy_ai_guidance_chunk_0043,policy,7,P7,"AI literacy involves more than understanding how AI systems work; it also requires developing critical thinking skills that enable learners to identify misinformation, recognize algorithmic bias, analyze information sources, and maintain a sense of ethical self-direction online.","AI literacy involves more than understanding how AI systems work; it also requires developing critical thinking skills that enable learners to identify misinformation, recognize algorithmic bias, analyze information sources, and maintain a sense of ethical self-direction online.",0.771059513092041,0.7632132172584534,0.23678678274154663,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00020,sentiment_synthetic_sentiment_press_release_ab_chunk_0001,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,causes_or_increases,"For consequentialism, the outcomes or consequences of any action takes precedence over any rights or obligations; and acting ethically means undertaking actions that result in the 'best overall result', which is formalised in utilitarianism as being the 'greatest good for the greatest number of people'.","For consequentialism, the outcomes or consequences of any action takes precedence over any rights or obligations; and acting ethically means undertaking actions that result in the 'best overall result', which is formalised in utilitarianism as being the 'greatest good for the greatest number of people'.",policy_claim_01351,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023_chunk_0084,policy,6,P6,"Generally speaking, 'accountability' implies an ethical, moral, or other expectation (e.g., as set out in management practices or codes of conduct) that guides individuals' or organisations' actions or conduct and allows them to explain reasons for which decisions and actions were taken.","Generally speaking, 'accountability' implies an ethical, moral, or other expectation (e.g., as set out in management practices or codes of conduct) that guides individuals' or organisations' actions or conduct and allows them to explain reasons for which decisions and actions were taken.",0.6569947004318237,0.588053286075592,0.41194671392440796,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00021,sentiment_synthetic_sentiment_press_release_ab_chunk_0001,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,enables_or_supports,"As a consequence, this approach fails to protect individual rights, as it allows for the interests of a minority to be sacrificed for the benefit of the majority.","As a consequence, this approach fails to protect individual rights, as it allows for the interests of a minority to be sacrificed for the benefit of the majority.",policy_claim_02012,policy_ai_systems_in_teaching_and_learning_principles_and_practical_exa_chunk_0029,policy,1,P1,"When considering human rights, for example, it is important to address the right to privacy and recognise the risks of algorithmic bias, which could result in discriminatory outcomes based on factors such as gender, age, or race.","When considering human rights, for example, it is important to address the right to privacy and recognise the risks of algorithmic bias, which could result in discriminatory outcomes based on factors such as gender, age, or race.",0.5041910409927368,0.494936466217041,0.505063533782959,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00022,sentiment_synthetic_sentiment_press_release_ab_chunk_0001,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,requires_or_depends_on,"Public confidence depends on generative AI, negative effects and teacher training.","Public confidence depends on generative AI, negative effects and teacher training.",policy_claim_01793,policy_ai_report_us_gov_chunk_0066,policy,6,P6,"Such explainability helps teachers to develop appropriate levels of trust and distrust in AI, particularly to know where the AI model tends to make poor decisions.","Such explainability helps teachers to develop appropriate levels of trust and distrust in AI, particularly to know where the AI model tends to make poor decisions.",0.7238186597824097,0.7122120261192322,0.2877879738807678,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00023,sentiment_synthetic_sentiment_press_release_ab_chunk_0001,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,causes_or_increases,"The data suggest that educators in the included countries were already using GenAI in various ways shortly after this type of technology entered the consumer market; for example, experimenting with it to generate educational resources such as lesson plans and presentations, to design personalised learning experiences, to analyse student performance data (e.g., learning analytics), to support learning by means of AI assistants (e.g., chatbots) or to design assessment instruments (e.g., AI-generated questions for exams).","The data suggest that educators in the included countries were already using GenAI in various ways shortly after this type of technology entered the consumer market; for example, experimenting with it to generate educational resources such as lesson plans and presentations, to design personalised learning experiences, to analyse student performance data (e.g., learning analytics), to support learning by means of AI assistants (e.g., chatbots) or to design assessment instruments (e.g., AI-generated questions for exams).",policy_claim_02673,policy_generative_artificial_intelligence_ai_in_k_12_classrooms_v2_chunk_0018,policy,5,P5,"Although generative AI is still in its infancy, educators across the world have found beneficial use of these tools to create increased learning opportunities for their students.","Although generative AI is still in its infancy, educators across the world have found beneficial use of these tools to create increased learning opportunities for their students.",0.7145241498947144,0.6854968070983887,0.31450319290161133,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00024,sentiment_synthetic_sentiment_press_release_ab_chunk_0001,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,causes_or_increases,"The educators participating in the study tended to think that GenAI may operate as a tool for teaching and learning enhancement; for example, by supporting personalised learning, increasing student engagement and helping students to achieve intended learning outcomes.","The educators participating in the study tended to think that GenAI may operate as a tool for teaching and learning enhancement; for example, by supporting personalised learning, increasing student engagement and helping students to achieve intended learning outcomes.",policy_claim_02877,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0028,policy,5,P5,Personalised learning: GenAI can help teachers to design customised lessons and recommend resources that are responsive to individual learning needs.,Personalised learning: GenAI can help teachers to design customised lessons and recommend resources that are responsive to individual learning needs.,0.8145040273666382,0.7702434659004211,0.22975653409957886,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00025,sentiment_synthetic_sentiment_press_release_ab_chunk_0002,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,risks_or_threatens,"At the same time, there were also concerns about its potential to hinder learning; for instance, by enabling plagiarism and exposing students to biases and inaccurate or even factually wrong content.","At the same time, there were also concerns about its potential to hinder learning; for instance, by enabling plagiarism and exposing students to biases and inaccurate or even factually wrong content.",policy_claim_03346,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0014,policy,2,P2,Le flou de l'instruction accroît les risques de voir l'outil insérer des biais dans la réponse générée.,Le flou de l'instruction accroît les risques de voir l'outil insérer des biais dans la réponse générée.,0.727367639541626,0.7174815535545349,0.2825184464454651,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00026,sentiment_synthetic_sentiment_press_release_ab_chunk_0002,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,enables_or_supports,"Beyond getting support for specific learning activities, some students already perceived GenAI as a personal assistant that was there to be used to support them as they performed academic and everyday personal tasks.","Beyond getting support for specific learning activities, some students already perceived GenAI as a personal assistant that was there to be used to support them as they performed academic and everyday personal tasks.",policy_claim_02877,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0028,policy,5,P5,Personalised learning: GenAI can help teachers to design customised lessons and recommend resources that are responsive to individual learning needs.,Personalised learning: GenAI can help teachers to design customised lessons and recommend resources that are responsive to individual learning needs.,0.7354585528373718,0.679061233997345,0.32093876600265503,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00027,sentiment_synthetic_sentiment_press_release_ab_chunk_0002,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,enables_or_supports,"Overall, there was concern among educators, teachers and school leaders about a generalised lack of guidelines, policies, and infrastructure to support an effective early adoption of GenAI in secondary schools and, more generally, education at large.","Overall, there was concern among educators, teachers and school leaders about a generalised lack of guidelines, policies, and infrastructure to support an effective early adoption of GenAI in secondary schools and, more generally, education at large.",policy_claim_02886,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0030,policy,7,P7,Policy development and review: GenAI can assist with the draft ing and review of school policies.,Policy development and review: GenAI can assist with the draft ing and review of school policies.,0.6816909909248352,0.666741669178009,0.33325833082199097,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
synthetic_to_policy,synthetic_sentiment_claim_00028,sentiment_synthetic_sentiment_press_release_ab_chunk_0002,sentiment_synthetic_sentiment_press_release_ab,synthetic,sentiment,1,S1,enables_or_supports,"Teachers, school leaders and policymakers across these countries highlighted the need for clear policies, professional development, and support to ensure that teachers are equipped to adequately incorporate GenAI into their practice and know when and how to use it effectively and appropriately.","Teachers, school leaders and policymakers across these countries highlighted the need for clear policies, professional development, and support to ensure that teachers are equipped to adequately incorporate GenAI into their practice and know when and how to use it effectively and appropriately.",policy_claim_00723,policy_ai_competency_framework_for_teachers_chunk_0027,policy,3,P3,"National educational authorities need to dynamically review and redefine teachers' roles and required competencies, strengthen teacher-training institutions, and establish appropriate capacity-building programmes to prepare teachers to work with AI in an effective and ethical manner.","National educational authorities need to dynamically review and redefine teachers' roles and required competencies, strengthen teacher-training institutions, and establish appropriate capacity-building programmes to prepare teachers to work with AI in an effective and ethical manner.",0.7178642749786377,0.714552104473114,0.285447895526886,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
