direction,source_claim_id,source_chunk_id,source_doc_id,source_country,source_topic_space,source_topic,source_topic_code,source_relation_type,source_claim,source_excerpt,matched_claim_id,matched_chunk_id,matched_topic_space,matched_topic,matched_topic_code,matched_claim,matched_excerpt,top1_similarity,topk_mean_similarity,coverage_deficit,embedding_method,below_calibrated_threshold,coverage_threshold,threshold_method
sentiment_to_policy,sentiment_claim_00010,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0012,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,3,S3,requires_or_depends_on,This shows how the same technology needs a dual perspective.,This shows how the same technology needs a dual perspective.,policy_claim_00731,policy_ai_competency_framework_for_teachers_chunk_0029,policy,3,P3,Both frameworks are underpinned by a vision that aims to empower teachers with the competencies required to appropriately leverage technology in education.,Both frameworks are underpinned by a vision that aims to empower teachers with the competencies required to appropriately leverage technology in education.,0.5504578351974487,0.5380264520645142,0.46197354793548584,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00011,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0012,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,3,S3,causes_or_increases,The growing use of tools such as ChatGPT in such a short time has raised additional questions on the use of AI technologies on a large scale and their impact on society and individuals using them.,The growing use of tools such as ChatGPT in such a short time has raised additional questions on the use of AI technologies on a large scale and their impact on society and individuals using them.,policy_claim_02824,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0011,policy,5,P5,"The need for guidance Although the general public has interacted with AI for many years, the launch of ChatGPT in late 2022 and other similar large ­ language models subsequently triggered a marked increase in public awareness and interaction with these tools.","The need for guidance Although the general public has interacted with AI for many years, the launch of ChatGPT in late 2022 and other similar large ­ language models subsequently triggered a marked increase in public awareness and interaction with these tools.",0.7733118534088135,0.7172735333442688,0.2827264666557312,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00012,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0012,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,3,S3,requires_or_depends_on,"While developing AI technologies can bring multiple benefits, many stakeholders have already called for more attention as to how to develop and deploy them and the urgency for a governance system that ensures sufficient safeguards.","While developing AI technologies can bring multiple benefits, many stakeholders have already called for more attention as to how to develop and deploy them and the urgency for a governance system that ensures sufficient safeguards.",policy_claim_00594,policy_ai_competency_framework_for_students_chunk_0087,policy,3,P3,Discuss how regulations or policies should be adapted or created to enhance the governance of AI.,Discuss how regulations or policies should be adapted or created to enhance the governance of AI.,0.7823836207389832,0.7625508308410645,0.23744916915893555,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00013,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0012,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,3,S3,enables_or_supports,"The United Nations Educational, Scientific and Cultural Organization's (UNESCO) Guidance for generative AI in education and research provides additional inspiration on how to deal with GenAI based on a human-centric approach and how to ensure an ethical, safe and meaningful use of such technologies.","The United Nations Educational, Scientific and Cultural Organization's (UNESCO) Guidance for generative AI in education and research provides additional inspiration on how to deal with GenAI based on a human-centric approach and how to ensure an ethical, safe and meaningful use of such technologies.",policy_claim_02928,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0052,policy,5,P5,"Guidance for generative AI in education and research - UNESCO This global guidance on GenAI in education aims to support countries to implement immediate actions, plan long ­ term policies and develop human capacity to ensure a human ­ centred vision of these new technologies.","Guidance for generative AI in education and research - UNESCO This global guidance on GenAI in education aims to support countries to implement immediate actions, plan long ­ term policies and develop human capacity to ensure a human ­ centred vision of these new technologies.",0.865297794342041,0.774879515171051,0.22512048482894897,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00014,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0013,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,3,S3,causes_or_increases,"On the one hand because literacy can be a precondition for participation, on the other hand because AI literacy will allow us to better grasp the different layers, beyond the mere use of technology.","On the one hand because literacy can be a precondition for participation, on the other hand because AI literacy will allow us to better grasp the different layers, beyond the mere use of technology.",policy_claim_02901,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0038,policy,5,P5,How would AI literacy be promoted in teaching and learning?,How would AI literacy be promoted in teaching and learning?,0.8012158870697021,0.7930029034614563,0.2069970965385437,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00015,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0013,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,3,S3,enables_or_supports,"Learning with AI - referring to the use of AI-driven tools for teaching and learning, including the use of AI tools to support learners (for example intelligent tutoring systems, chatbots), to support administrative systems (for example schedule or learning management), to support educators (for example smart curation of educational materials).","Learning with AI - referring to the use of AI-driven tools for teaching and learning, including the use of AI tools to support learners (for example intelligent tutoring systems, chatbots), to support administrative systems (for example schedule or learning management), to support educators (for example smart curation of educational materials).",policy_claim_02018,policy_ai_systems_in_teaching_and_learning_principles_and_practical_exa_chunk_0031,policy,5,P5,Education-specific AI systems There is a diverse range of ways of using AI to promote teaching and learning.,Education-specific AI systems There is a diverse range of ways of using AI to promote teaching and learning.,0.8759251832962036,0.8663128018379211,0.13368719816207886,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00016,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0013,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,3,S3,enables_or_supports,"Using AI to learn about learning - primarily referring to the use of analytics to gain insights into how learners learn, the effectiveness of learning designs and potentially using this information to inform decisions to support admission processes in schools, educational planning, etc.","Using AI to learn about learning - primarily referring to the use of analytics to gain insights into how learners learn, the effectiveness of learning designs and potentially using this information to inform decisions to support admission processes in schools, educational planning, etc.",policy_claim_02129,policy_brisbanesde_ai_usage_policy_chunk_0006,policy,0,P0,"Using AI to improve learning AI technologies, such as adaptive learning platforms, data analysis tools, and virtual tutors, can be employed to personalise learning experiences and provide valuable insights into student progress and needs.","Using AI to improve learning AI technologies, such as adaptive learning platforms, data analysis tools, and virtual tutors, can be employed to personalise learning experiences and provide valuable insights into student progress and needs.",0.8294453620910645,0.8221612572669983,0.1778387427330017,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00017,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0014,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,0,S0,causes_or_increases,"Understanding what connects young people with the AI agenda At first sight, connecting young people and AI might seem a challenging task, because AI was originally a field associated with technology communities and the private sector.","Understanding what connects young people with the AI agenda At first sight, connecting young people and AI might seem a challenging task, because AI was originally a field associated with technology communities and the private sector.",policy_claim_03486,policy_oco_ai_policy_spotlight_report_chunk_0017,policy,1,P1,"While the few studies on AI in early childhood show that AI is a lever for early childhood development, with opportunities to enhance learning, support language acquisition, develop social skills and creativity, and provide inclusive learning tools, AI also presents several significant challenges that may hinder growth and learning.","While the few studies on AI in early childhood show that AI is a lever for early childhood development, with opportunities to enhance learning, support language acquisition, develop social skills and creativity, and provide inclusive learning tools, AI also presents several significant challenges that may hinder growth and learning.",0.7965267300605774,0.7617206573486328,0.2382793426513672,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00018,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0015,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,4,S4,causes_or_increases,"On the other side, it is shown as creating potential risks.","On the other side, it is shown as creating potential risks.",policy_claim_03220,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0039,policy,2,P2,Il est à noter que cette expérience met aussi en avant le risque de voir ces solutions uniquement sous l'angle d'un gain économique.,Il est à noter que cette expérience met aussi en avant le risque de voir ces solutions uniquement sous l'angle d'un gain économique.,0.6920554637908936,0.6484181880950928,0.3515818119049072,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00019,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0015,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,4,S4,enables_or_supports,Benefits include replacing repetitive and lower-value work and allowing time for more meaningful tasks and more tailored interaction.,Benefits include replacing repetitive and lower-value work and allowing time for more meaningful tasks and more tailored interaction.,policy_claim_03330,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0003,policy,2,P2,"L'automatisation de certaines tâches, qu'elles soient simples et répétitives ou plus complexes, permet aux agents de se concentrer sur les activités où leur contribution est la plus précieuse.","L'automatisation de certaines tâches, qu'elles soient simples et répétitives ou plus complexes, permet aux agents de se concentrer sur les activités où leur contribution est la plus précieuse.",0.5994986295700073,0.589445173740387,0.41055482625961304,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00020,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0015,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,4,S4,enables_or_supports,"AI in the field of education - offering tailored content and personalised learning approaches, supporting the work of educators; 2.","AI in the field of education - offering tailored content and personalised learning approaches, supporting the work of educators; 2.",policy_claim_03151,policy_k_12_artificial_intelligence_ai_use_guidelines_chunk_0016,policy,0,P0,"Content Development, Personalized Learning and Enhancement for Differentiation: AI can assist educators by differentiating curricula, suggesting lesson plans, generating diagrams and charts, and customizing independent practice based on student needs and proficiency levels.","Content Development, Personalized Learning and Enhancement for Differentiation: AI can assist educators by differentiating curricula, suggesting lesson plans, generating diagrams and charts, and customizing independent practice based on student needs and proficiency levels.",0.8506793975830078,0.8276116847991943,0.17238831520080566,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00021,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0015,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,4,S4,causes_or_increases,AI as an assistive solution - supporting with adapted tools and technology people with health or learning impairments or disabilities in their social integration and increasing quality of life; and 3.,AI as an assistive solution - supporting with adapted tools and technology people with health or learning impairments or disabilities in their social integration and increasing quality of life; and 3.,policy_claim_00185,policy_ahisa_member_survey_report_gen_ai_in_australian_independent_schools_chunk_0030,policy,0,P0,One respondent referred to generative AI's potential to improve accessibility and inclusion: 'AI can play a significant role in creating accessible learning environments for students with disabilities.,One respondent referred to generative AI's potential to improve accessibility and inclusion: 'AI can play a significant role in creating accessible learning environments for students with disabilities.,0.7845093011856079,0.7800996899604797,0.21990031003952026,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00022,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0015,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,4,S4,requires_or_depends_on,AI in youth services - where chatbots and other AI systems could complement the work of youth and social workers; enabling a larger flexibility for young people with fewer opportunities to get access to services which otherwise depend on the presence of a human being.,AI in youth services - where chatbots and other AI systems could complement the work of youth and social workers; enabling a larger flexibility for young people with fewer opportunities to get access to services which otherwise depend on the presence of a human being.,policy_claim_01890,policy_ai_report_us_gov_chunk_0104,policy,8,P8,"First, as students become involved in extended interactions with AI chatbots, teachers will need to educate students about safe AI use, monitor their use, and provide human recourse when things go astray.","First, as students become involved in extended interactions with AI chatbots, teachers will need to educate students about safe AI use, monitor their use, and provide human recourse when things go astray.",0.7294305562973022,0.7091127038002014,0.2908872961997986,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00023,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0015,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,4,S4,causes_or_increases,"On a larger societal scale, AI technologies are expected to contribute to efficiency and improved quality of health and public services systems.","On a larger societal scale, AI technologies are expected to contribute to efficiency and improved quality of health and public services systems.",policy_claim_03692,policy_our_ai_our_ambition_for_france_chunk_0008,policy,8,P8,"Artificial intelligence can improve public services, by helping to personalize education, give patients more time, better support and anticipate professional transitions, and reduce bureaucracy We can achieve these gains only if we transform our institutions Not only do public administrations need to strengthen their infrastructure and pilot AI projects We need to accelerate, deepen and scale AI interest in each and every public services","Artificial intelligence can improve public services, by helping to personalize education, give patients more time, better support and anticipate professional transitions, and reduce bureaucracy We can achieve these gains only if we transform our institutions Not only do public administrations need to strengthen their infrastructure and pilot AI projects We need to accelerate, deepen and scale AI interest in each and every public services",0.8020163774490356,0.792456328868866,0.20754367113113403,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00024,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0016,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,0,S0,requires_or_depends_on,AI as a challenge and social workers; enabling a larger flexibility for young people with fewer opportunities to get access to services which otherwise depend on the presence of a human being.,AI as a challenge and social workers; enabling a larger flexibility for young people with fewer opportunities to get access to services which otherwise depend on the presence of a human being.,policy_claim_00559,policy_ai_competency_framework_for_students_chunk_0073,policy,3,P3,"Challenge students to contemplate how using AI to replace humans'programming skills will lead to fewer people acquiring these foundational skills, and exacerbate the inequality between those with and without AI-related knowledge.","Challenge students to contemplate how using AI to replace humans'programming skills will lead to fewer people acquiring these foundational skills, and exacerbate the inequality between those with and without AI-related knowledge.",0.7626861929893494,0.744787871837616,0.25521212816238403,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00025,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0016,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,0,S0,causes_or_increases,"AI as a challenge for youth and fundamental rights - research published in recent years showcases an increasing number of situations in which AI technologies have led to social harms, especially by perpetrating historic biases, amplifying polarisation and accumulated disadvantages.","AI as a challenge for youth and fundamental rights - research published in recent years showcases an increasing number of situations in which AI technologies have led to social harms, especially by perpetrating historic biases, amplifying polarisation and accumulated disadvantages.",policy_claim_03480,policy_oco_ai_policy_spotlight_report_chunk_0016,policy,1,P1,"AI also presents several significant challenges that may hinder growth and learning, including risks of data breaches and misuse of sensitive data, exacerbation of existing inequalities in accessing technology, overreliance on technology leading to diminished interpersonal interactions, social and emotional skills.","AI also presents several significant challenges that may hinder growth and learning, including risks of data breaches and misuse of sensitive data, exacerbation of existing inequalities in accessing technology, overreliance on technology leading to diminished interpersonal interactions, social and emotional skills.",0.8028459548950195,0.7872185111045837,0.21278148889541626,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
sentiment_to_policy,sentiment_claim_00026,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0016,sentiment_original_051024_insights_into_ai_and_the_youth_sector,other,sentiment,0,S0,risks_or_threatens,"Some of the causes of such harms have been connected to insufficient testing, lack of ethical or legal standards, or lack of information and awareness among the users.","Some of the causes of such harms have been connected to insufficient testing, lack of ethical or legal standards, or lack of information and awareness among the users.",policy_claim_00346,policy_ai_cognitive_offloading_and_implications_for_education_chunk_0041,policy,4,P4,The research is clear that these negative impacts disproportionately affect novices ; those who lack the very domain knowledge needed to critically evaluate the output of AI systems (Bastani et al.,The research is clear that these negative impacts disproportionately affect novices ; those who lack the very domain knowledge needed to critically evaluate the output of AI systems (Bastani et al.,0.6097117066383362,0.6040385365486145,0.3959614634513855,sentence_transformer:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,False,0.5118606686592102,pooled_empirical_10th_percentile_provisional
