topic,rank,representativeness_score,keywords,country,doc_id,heading_context,bertopic_text,original_text
2,1,0.3523029602552587,"english, think, write, know, thing, class, high, teach, time, kind, come, try",usa,policy_guidetoaiinschools,9. Do We Need and Want AI in Our School?,soon know wellbeing job environment misinformation unknown add layer try guideline hope close achievement gap sarah grade english history elementary west contra costa certainly thing point direction think think deep bring robot easily homework assign meaningful homework quality teach bad quality schoolwork encounter kind easily generate alec elementary contrast reasonable math job function adult life math taught taught unlike traditional error rate produce inaccurate output lack transparency tech feature time potential improve teach dimension lead variety interview teaching background engineer,"9. Do We Need and Want AI in Our School?

It' s too soon to know what impact AI will have on student learning, teacher wellbeing, the future of jobs, the environment, or misinformation. Those unknowns add a layer of complication for schools trying to develop guidelines and policies related to AI. ' Teachers can use AI to supplement their students' learning, and I hope that you can close the achievement gap that way. - Sarah Abraham (5th grade English and history teacher, Lincoln Elementary School in West Contra Costa Unified School District)

'

' ' I'm certainly going to be open-minded about the AI thing, but I am pointed in the opposite direction. I'm thinking we should be using our laptops less and less at school. I think there are some deeper questions that AI is bringing up, one being: if a robot can easily answer your homework questions, are you assigning meaningful homework questions? The worst quality teaching and the worst quality schoolwork that I've encountered has been that"
2,2,0.3001226271370536,"english, think, write, know, thing, class, high, teach, time, kind, come, try",usa,policy_guidetoaiinschools,Learning About AI Promotes Equity,equity instructional time teach interview felt taught share reason major theme versus course know fit category instance equity john english community hard sure piece allow competitive expose familiar disadvantage competitive thing disadvantage grow,"Learning About AI Promotes Equity Should Schools Devote Instructional Time to Teaching Students about AI?

Most of the teachers we interviewed felt that students should be taught about AI; we share their reasoning below. A major theme was that students need to understand what types of AI would support their learning versus what types might replace learning. (Of course, we don't yet know which types of use fit in which category in most instances.)

Learning About AI Promotes Equity

Sara St. John (English teacher, Winterset Community Schools): 'We've worked really hard to make sure that we have those pieces that are going to allow our kids to be competitive with everybody else . . . If our kids aren't exposed to it and familiar with it, are they going to be at a disadvantage to those kids that are? . . . I want our kids to be competitive and able to chase their dreams and do all the things that they want to do and not feel like they're at a disadvantage from where they grew up.'"
2,3,0.2616712823010926,"english, think, write, know, thing, class, high, teach, time, kind, come, try",usa,policy_guidetoaiinschools,a computer science teacher in the Northeast commented on the Student Data Privacy Consortium:,homework american deeply chatgpt public record review response introduction creativity age llms experiment think research study assistance creativity task inadvertently hinder independent creative performance user assistance critical think cognitive effort confidence effect survey knowledge worker research study high confidence associate critical thinking high associate critical thinking chatbot prompt library educator prompt variety curated guideline mit raise curriculum empower responsibly spend catch plagiarism tech worth investigative detector principle overview principle order innovative ,"a computer science teacher in the Northeast commented on the Student Data Privacy Consortium: [The Homework Machine](https://www.teachlabpodcast.com/buckle-up-here-it-comes/)

a miniseries in the Teachlab podcast, explores the impact of AI on students, teachers, and schools.

[American Schools Were Deeply Unprepared for ChatGPT, Public Records Show](https://www.404media.co/american-schools-were-deeply-unprepared-for-chatgpt-public-records-show/)

is a report based on a review of documents which traces responses to the introduction of AI.

[Human Creativity in the Age of LLMs: Randomized Experiments on Divergent and Convergent Thinking](https://arxiv.org/pdf/2410.03703)

is a research study that found that 'while LLM assistance can provide short-term boosts in creativity during assisted tasks, it may inadvertently hinder independent creative performance when users work without assistance. '

[The Impact of Generative AI on Critical Thinking: Self-Reported Reductions in Cognitive Effort "
2,4,0.2609241348694844,"english, think, write, know, thing, class, high, teach, time, kind, come, try",usa,policy_guidetoaiinschools,"Will AI help students, harm them, or both?",help harm explore interested research brain english language art midwest limit research rapid evolution research difficult conduct time study peer review publish usually version research exist mix effect positive negative worth note strong research picture math problem solve good bad assignment kind assignment assignment good large urban high mixed result try decide likely research clarity condition,"Will AI help students, harm them, or both?

This chapter explores different perspectives on the impact of AI on students' well-being and their learning. ' I would be interested to see what the research is on how our brains are going to change [based on using AI], because it's not just students [but] everybody who's going to be using this in the future. ' -an English Language Arts teacher in the Midwest There is only limited research on how AI tools impact student learning. And, given the rapid evolution of these tools, research is difficult to conduct: by the time a study is peer reviewed and published, there is usually a newer version of the tool that may or may not have the same impact on learning. The research that does exist shows a mix of effects on student learning - some positive [12], [13], [14], [15] and some negative [16], [17], [18], [19]. It's also worth noting that there are strong criticisms of some of this research [20], [21]. You'll see a bunch of students using those ["
2,5,0.23607528108693646,"english, think, write, know, thing, class, high, teach, time, kind, come, try",usa,policy_guidetoaiinschools,"Another student, who attends a rural high",rural high south share definitely felt cheat especially math test idea happen miss day skip topic lose definitely know look definitely time choose especially situation test learn moment paper grow gain knowledge person incorrect cheat test learn,"Another student, who attends a rural high

school in the South , shared that she has 'definitely felt that temptation [to cheat using AI], especially during math tests, when I am in Calculus, and I have no idea what's happening, and I've missed a day of school, and we've skipped four topics, and I'm so lost, I've definitely had that. [My teacher is] not going to know if I go to the bathroom and look it up. I've definitely had that temptation multiple times.' But she chose not to because 'Especially in situations where it' s a test, I am not going to learn from what I'm doing in that moment. I'm just going to get the answer, and put the answer down on my paper. And that's not how you grow as a student, and that's not how you gain knowledge as a person. So I feel morally incorrect if I cheat on a test because I'm not going to learn from it.'"
3,1,0.5061510368120602,"privacy, staff, protection, trust, safety, child, personal, academic, act, security, integrity, responsible",usa,policy_ai_guidance,APPLYING THE CORE PRINCIPLES,apply core principle core principle help anchor local guidance elementary secondary adopt follow privacy security complies uphold strong governance family protect surveillance share automate consent look approve vet privacy agreement teach interact transparency accountability explainable educator family deserve know involve grade look inform parent structure consent form public list academic integrity bias awareness mitigation critically examine embedded bias regularly assess group step reduce harm look procurement analysis harmful bias professional adopt observe discuss response systemic bias,"APPLYING THE CORE PRINCIPLES CORE PRINCIPLES FOR AI USE IN MASSACHUSETTS SCHOOLS

To help anchor local policy and guidance development, the Department of Elementary and Secondary Education recommends that districts adopt the following:

DATA PRIVACY &amp; SECURITY

AI use complies with all relevant laws and policies related to student data, including FERPA and COPPA, and upholds strong data governance practices. Students and families are protected from unnecessary surveillance, data sharing, or automated decision-making without consent.

What could this look like?

- -Districts only approve AI tools vetted through a data privacy agreement process. - -Schools teach students how their data is used when they interact with AI systems.

TRANSPARENCY &amp; ACCOUNTABILITY

AI tools are explainable and understandable. Educators, students, and families deserve to know when AI is involved in learning, grading, decision-making, or access to services.

What could this look like?

- -Schools inform"
3,2,0.4337375060879066,"privacy, staff, protection, trust, safety, child, personal, academic, act, security, integrity, responsible",usa,policy_k_12_artificial_intelligence_ai_use_guidelines,Purpose:,purpose guideline serve educate staff community responsible particularly tools instruction management operation potential risk thoughtfully manage serf clear guidance grade uphold academic integrity equitable responsible foster ethical citizenship aid educator integration,"Purpose:

These guidelines will serve to educate our students, staff, and school communities on the appropriate and responsible use of artificial intelligence (AI), particularly generative AI tools, in classroom instruction, school management, and systemwide operations. Generative AI has potential benefits for education and risks that must be thoughtfully managed. This document serves to;

- Provide clear guidance on AI use across K-12 grade levels. - Support students' learning while upholding academic integrity. - Ensure equitable, responsible access to AI technologies. - Foster ethical technology use and digital citizenship. - Aid educators in effective AI tool integration."
3,3,0.42615353660463856,"privacy, staff, protection, trust, safety, child, personal, academic, act, security, integrity, responsible",usa,policy_four_states_guiding_principles_for_ai_in_education_2,"[Guidance, Considerations, &amp; Intentions for the Use of Artificial Intelligence in West Virginia Schools](https://wvde.us/wp-content/uploads/2023/12/29354-AI-Guidance-v1.pdf)",guidance intention west virginia january overview guide principle educator guide principle guideline help achieve choose help reach improve effectiveness improve operation aim accessible focus especially bridge divide staff commit evaluating bias ethical concern serve community adherence exist regulation west virginia align exist regulation protect privacy accessibility disability protect harmful content share personally identifiable evaluate exist address gap compliance arise proactively educate staff literacy staff central address risk teach critical skill staff literacy foundational concept,"[Guidance, Considerations, &amp; Intentions for the Use of Artificial Intelligence in West Virginia Schools](https://wvde.us/wp-content/uploads/2023/12/29354-AI-Guidance-v1.pdf)

This January 2024 report provides an overview of artificial intelligence, guiding principles for AI use by educators, and guiding principles for school and district use of AI. Guidelines for school and district use of artificial intelligence include:

- We (schools and districts) can use AI to help all of our students achieve their educational goals. If we choose to use AI, we will use AI to help us reach our school goals, including improving student learning, teacher effectiveness, and improving school operations. We will aim to make AI resources universally accessible, focusing especially on bridging the digital divide among students and staff. We are committed to evaluating AI tools for biases and ethical concerns, ensuring they effectively serve our educational community. - We reaffirm adherence to existin"
3,4,0.3955713935805165,"privacy, staff, protection, trust, safety, child, personal, academic, act, security, integrity, responsible",usa,policy_model_policy_artificial_intelligence_ai_use_in_schools_docx,Appendix B AI Tool Evaluation Rubric for Oklahoma K-12 Schools,evaluation rubric oklahoma privacy security adopt risk assessment green medium red high privacy documentation breach response protocol demonstrate compliance oklahoma cybersecurity standard vii procurement approval adoption review privacy confirm alignment instructional operational evaluate accessibility equity cost publish approve inventory professional annual training staff basic ethic acceptable integration strategy disclosure administrator oversight compliance evaluation staff infrastructure security vet community engagement publish public inventory notify parent guardians option applicabl,"Appendix B AI Tool Evaluation Rubric for Oklahoma K-12 Schools VI. Data Privacy and Security

All AI tools adopted by the district must:

- A. Undergo a risk assessment
1. Green = Low
2. Yellow = Medium
3. Red = High
- B. Provide vendor privacy documentation and breach response protocols. - C. Demonstrate compliance with FERPA, COPPA, and Oklahoma cybersecurity standards.

VII. Procurement and Approval

Before adoption of any AI tool, the district shall:

- A. Review vendor privacy and data-handling practices. - B. Confirm alignment with instructional and operational goals. - C. Evaluate accessibility, equity of access, and cost. - D. Publish approved tools in the district's AI Tool Inventory.

VIII. Professional Development

The district shall provide annual AI training for:

- A. All Staff:

Basics, ethics, and acceptable use. - B. Teachers:

Classroom integration strategies and disclosure practices. - C. Administrators:

Oversight, compliance, and policy evaluation. - D. Technology "
3,5,0.39441138141920185,"privacy, staff, protection, trust, safety, child, personal, academic, act, security, integrity, responsible",usa,policy_developing_policy_and_protocols_for_the_use_of_generative_ai_in_k_12_classrooms_march_2025,Guidance or Policy?,guidance overall guidance safe ethical decision point face guidance creation revision complex board approval guidance generally simply exist determine guidance sufficient pursue simpler solution instead craft scratch decision center exist apply limit acceptable responsible governance privacy code conduct academic integrity harassment intimidation bully cyberbullying fundamental exist align safe ethical determination helpful clear definition safe ethical list foundational aspect safe ethical list exhaustive local context prompt additional space exist guidance step align exist safe main aspect s,"Guidance or Policy?

The overall goal of guidance or policy is to ensure safe and ethical use of AI. The first decision point facing districts is whether guidance or policy is needed to support the district's plans with how they use genAI. Policy creation or revision is a lengthier and more complex process as it may require school board approval, while guidance generally does not, as it simply clarifies applications of existing policy. Therefore, districts may first want to determine if guidance will be sufficient, and if so, pursue that simpler solution instead of crafting policy from scratch. This decision will center around the district's existing policies that could apply to genAI use. These might include, but are not limited, to:

- Acceptable/Responsible Use Policy
- Data Governance Policy
- Data Privacy Policy
- Student Code of Conduct Policy
- Academic Integrity Policy
- Harassment, intimidation or bullying, and cyberbullying Policy (ORS 339.356)

The fundamental question distr"
4,1,0.6174121242972473,"guidance, framework, literacy, educator, toolkit, ethical, leader, integration, guide, equitable, integrate, empower",usa,policy_guidetoaiinschools,Implications,implication common sense medium risk assessment assistant common sense medium assistant powerful productivity assistant proper oversight build curriculum experience educator evaluate output clear prevent invisible undermine quality guidance guidance summary link guidance extent child barrier help achieve strong body research evidence cautious literacy framework council framework defines dimension literacy literacy literacy adapt discipline jurisdiction american psychological association effect nuanced complex good bad factor design feature train context project inappropriate help peer propose ,"Implications [Common Sense Media AI Risk Assessment: AI Teacher Assistants from Common Sense Media](https://www.commonsensemedia.org/sites/default/files/featured-content/files/csm-ai-risk-assessment-ai-teacher-assistants-final.pdf)

' AI teacher assistants can be powerful productivity assistants when used with proper oversight and built on high-quality curricula, but they require experienced educators to evaluate outputs and clear district policies to prevent them from becoming 'invisible influencers' that undermine learning quality. '

StateAlGuidanceforKl2Schools

26 states [and Puerto ltice] now/hove officioli guidonce er pollcy en the use ot Aerin it2 schools. wie've compiled them in this handy resource which. ncludes summories gnd inis to the ful guidanoefor eoch

[State AI Guidance for K12 Schools from AI for Education](https://www.aiforeducation.io/ai-resources/state-ai-guidance)

'26 states (and Puerto Rico) now have official guidance or policy on the use of AI in K12 schools. "
4,2,0.4462275127864065,"guidance, framework, literacy, educator, toolkit, ethical, leader, integration, guide, equitable, integrate, empower",usa,policy_ai_guidance,SUPPLEMENTAL RESOURCES,supplemental deeper additional reflection discus unknowns place remain responsive rapid capability risk discuss feedback gather adapt strategy time place collect insight staff community supplemental framework ilo group practical guide outline integration risk profile examples strategy ethical scalable adoption task force outline guide principle ethical equitable draw educator insight research address teach disability privacy educator agency commonsense guardrail advance guide outline core value guide ethical safety educator autonomy sustainability actionable strategy examples collective recomm,"SUPPLEMENTAL RESOURCES GOING DEEPER: ADDITIONAL QUESTIONS FOR REFLECTION

- Discuss how your district prepares for the unknowns. What systems are in place to remain responsive to rapid changes in AI tools, capabilities, and risks? - Discuss how feedback is gathered and used to adapt your AI strategy over time. What mechanisms are in place for collecting insights from students, staff, and community members?

SUPPLEMENTAL RESOURCES

Framework for Implementing Artificial Intelligence (AI) in K-12 Education (ILO Group) : A practical guide outlining district-wide and department-specific considerations for AI integration, including risk profiles, implementation examples, and strategies for ethical, scalable adoption. Report of the NEA Task Force on Artificial Intelligence in Education : This report outlines five guiding principles for the ethical, equitable, and effective use of AI in education. Drawing on educator insights and research, it addresses AI's impact on teaching, learning, disabi"
4,3,0.44498251268071465,"guidance, framework, literacy, educator, toolkit, ethical, leader, integration, guide, equitable, integrate, empower",usa,policy_developing_policy_and_protocols_for_the_use_of_generative_ai_in_k_12_classrooms_march_2025,Recommended tasks:,recommended task purpose adhere osipa link privacy commonly safety privacy implication tools capture sound guideline safety address harassment intimidation bully cyberbullying review privacy feature prior update exist release occur frequently stay review safety prior staff essential playground space staff collaboratively experiment consult equity decision leader suggest focus review equity decision tree step revise community engagement review ode instructional material toolkit decision edtech evaluation building edtech center tech evaluation start point review party organization common sense m,"Recommended tasks:

the data for other purposes. As some vendors are unaware of this Oregon-specific law, districts should inquire as to how vendors adhere to OSIPA. - Here are links to the data privacy policies of the most commonly used tools' vendors - OpenAI, Microsoft, Google, Meta, Anthropic, MagicSchool, and Khanmigo . - Consider the safety and privacy implications of multimodal AI tools (those which can capture images and sound as well as text). - Consider guidelines and policies for school and student safety: Include references to policies addressing harassment, intimidation, bullying, and cyberbullying as required by ORS 339.356 . - Include protocols for reviewing a tool's privacy policies and features prior to use. Both updates of existing tools and release of new tools are occurring frequently. Staying abreast of these developments while reviewing tools' safety and data policies prior to staff and student use is essential. An AI playground - a space where staff can collabora"
4,4,0.4326691425709178,"guidance, framework, literacy, educator, toolkit, ethical, leader, integration, guide, equitable, integrate, empower",usa,policy_four_states_guiding_principles_for_ai_in_education_2,[Human-Centered AI: Guidance for K-12 Public Schools](https://ospi.k12.wa.us/sites/default/files/2024-01/human-centered-ai-guidance-k-12-public-schools.pdf),guidance public instructional note efficiently instructional basis topic pedagogical individualize instruction chatgpt differentiate instructional grade introduce literacy skill strategies literacy strategy virtual assistant ability automate task staff regard serve virtual research assistant additional time educator build relationship direct small group instruction feedback assignment guidance ability research discovery skill central aspect literacy educator prioritize research skill strong additionally old encourage research college career career option likely continue career incorporate scie,"[Human-Centered AI: Guidance for K-12 Public Schools](https://ospi.k12.wa.us/sites/default/files/2024-01/human-centered-ai-guidance-k-12-public-schools.pdf) Instructional Support:

The report notes that 'Generative AI can be used by teachers to efficiently find instructional resources on the basis of specific topic areas as well as pedagogical approaches to provide individualized instruction. This includes using a program like ChatGPT to differentiate instructional resources by student grade level.'

Introduce students to digital literacy skills with these 5 strategies

[5 AI Literacy Strategies](https://go.panoramaed.com/hubfs/5%20Strategies-%20Teaching%20AI%20%20Literacy%20to%20Students%20(4).pdf)

[Download Here](https://go.panoramaed.com/hubfs/5%20Strategies-%20Teaching%20AI%20%20Literacy%20to%20Students%20(4).pdf)

Virtual Assistant:

One of the key benefits of AI in the classroom is its ability to automate certain tasks for teachers and staff. In this regard, generative AI can se"
