topic,rank,representativeness_score,keywords,country,doc_id,heading_context,bertopic_text,original_text
2,1,0.3621982665529188,"recherche, comprendre, prompt, venir, numérique, données, étapes, ressources, unesco, fraternite, utiliser, billet",france,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,2.4.3. L'IA dans les programmes scolaires : une approche scientifique et technique,scolaires approche scientifique technique heure actuelle notion certains scolaires uniquement quelques enseignements scientifiques technique permet sous angle concerne csp mar prise compte apport nouveaux cycle langues vivantes terminale csp identifier utilisation pertinentes absence cadre clair identifier tels apports placer prise compte probablement intention tant contexte projet langues vivantes toutefois approfondie cadre ressources accompagnement car didactiques cours langue clef sous angle technique certains enseignements constitue socle comprendre ensemble enjeux monde alors sous angle ,"2.4.3. L'IA dans les programmes scolaires : une approche scientifique et technique

À l'heure actuelle, l'IA (ou des notions liées à l'IA) est déjà présente dans certains programmes scolaires, mais uniquement pour quelques enseignements scientifiques et techniques 43. Cela ne permet d'aborder l'IA que sous un angle limité et ne concerne pas tous les élèves. La saisine du CSP datant du 13 mars 2024, évoque la prise en compte de l'apport de l'IA dans les nouveaux programmes de mathématiques et français (cycle 3 et 4) mais aussi de langues vivantes (de la 6e à la terminale). Le CSP a engagé les concepteurs à identifier des possibilités d'utilisation pertinentes. En l'absence de cadre d'usage clair dont la parution sera postérieure à la remise de ces programmes, il a pu sembler délicat d'identifier de tels apports et de les placer au cœur des programmes . La prise en compte de l'IA y sera probablement cantonnée aux intentions en préambule des programmes ou évoquée en tant qu'élément de con"
2,2,0.33560358587947337,"recherche, comprendre, prompt, venir, numérique, données, étapes, ressources, unesco, fraternite, utiliser, billet",france,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,Étapes de développement et de déploiement d'une IA,module cours fiches acculturation ressources cardon point vue histoire comprendre enjeux futurs autour fait rapidement entre cadre cadre font initial fraternite culture socle incubateur identifier certaines comprendre fonctionnement module fonctionnement comprendre fonctionnement prendre compte deux entrainement utilisation grand public quatre suivantes deep utiliser algorithmes test ajustement performance ouverture public utilisation pertinente car passage depuis jusqu meet repose seulement processus complet ajustement mise lors phase entrainement choix entreprises niveaux entrainement struct,"Étapes de développement et de déploiement d'une IA Module en auto-formation

Magistère en cours de finalisation (durée 40 min, couvre les 3 fiches acculturation).

Ressources complémentaires

Une conférence de D. Cardon présentant l'IA du point de vue du sociologue. Il démontre que l'histoire de l'IA est incontournable pour comprendre les enjeux futurs autour des IA. Il aborde de ce fait rapidement la différence entre connexionnisme et symbolisme : https://youtu.be/oCzqMkEaKh8?si=pp2bn6uujXOg6QFG / https://ladigitale.dev/digiview/#/v/ 68356d4ca41ec

Une chronologie enrichie produite dans le cadre du séminaire /guillemetleft Nos métiers à l'ère de l'IA /guillemetright proposé aux cadres par la Région académique le 30/09/2024 :

[https://cdn.knightlab.com/libs/timeline3/latest/embed/index.html?source=1RDcK-](https://cdn.knightlab.com/libs/timeline3/latest/embed/index.html?source=1RDcK-ES6BhUwZplmFvqGhQhEkb8hyuhRqNw-6IbN_rA&font=Default&lang=fr&initial_zoom=2&height=650)

[ES6BhUwZplmFvqG"
2,3,0.3258546125443348,"recherche, comprendre, prompt, venir, numérique, données, étapes, ressources, unesco, fraternite, utiliser, billet",france,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,2.2.1. Des outils à base d'IA qui restent subordonnés à la scénarisation pédagogique,outils base restent observer structure neurones robot terrain quand constate toutefois large chatgpt outils grand public traduction importe permettre cadre consultation conscience enjeux quel mis uvre accompagner utilisation essentiel montrent observation jamais besoin regard expert contenus scientifiques choix didactiques autant art instruction maitrise initiale sujet celui seul regard questionner proposition erreurs solution lalilo seconde solution plume solution nolej solution robot vittascience rapport avenir public indique utilisent chatgpt pensent chatgpt lorsqu adaptative pose parcours ,"2.2.1. Des outils à base d'IA qui restent subordonnés à la scénarisation pédagogique

d'observer la structure interne d'un réseau de neurones et la faç on dont celui-ci peut piloter des robots éducatifs. Sur le terrain, quand il est question d'IA, on constate toutefois la très large domination de ChatGPT, dans les représentations comme dans les usages des enseignants et des élèves 33 . Les outils grand public sont donc déjà présents dans les écoles (pour de la génération de texte, d'image, pour des synthèses, de la traduction, etc.), il importe d'en encadrer l'usage. C'est ce que doit permettre le cadre d'usage de l'IA en éducation, encore en consultation, dans le respect de la réglementation et dans la conscience des enjeux de souveraineté, d'éthique et d'écologie. Quel que soit le type d'outil, le rôle de l'enseignant pour cadrer les usages mis en œuvre, accompagner l'élève dans une éducation à l'IA et intégrer l'utilisation de l'IA à un scénario pédagogique est essentiel comme le mo"
2,4,0.3036397225991487,"recherche, comprendre, prompt, venir, numérique, données, étapes, ressources, unesco, fraternite, utiliser, billet",france,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,Comprendre les usages et le degré d'intégration possibles,comprendre possibles outils trouver place large actes gestion administrative scolaire sein bien observer lors penser automatisation demande orientation gestion optimisation emplois temps gestion approche identification besoins accompagnement bulletin scolaires aide bulletin familles ergonomie communication scolaire traduction familles gestion moyens fonctionnement aide analyse cadre juridique situation accompagner prise degré intégration diversité établissements académie matériel facilitée compétences compétences durée évaluation compréhension amélioration règlement optimisée réglementaire déc,"Comprendre les usages et le degré d'intégration possibles

La diversité des outils d'IA peut trouver sa place dans un large éventail d'actes de gestion administrative et scolaire au sein des établissements . Bien que la mission n'ait pas pu les observer lors des déplacements en académie, on peut penser par exemple à :

- -une automatisation des procédures d'inscription et de demande d'orientation, mais aussi de la gestion de l'assiduité, des retards, des entrées et sorties, etc. ;

- -l'optimisation des emplois du temps, de la gestion des salles ou encore du matériel scolai re ;
- -une approche facilitée de la valorisation des compétences (cartographie des compétences, identification des besoins de formation, remplacement de courte durée, GPEC, etc.) ;
- -un accompagnement à l'évaluation (pré-remplissage des bulletins scolaires, aide à la compréhension des bulletins pour les familles) ;
- -une amélioration de l'ergonomie de la communication scolaire, traduction du règlement intérieur p"
2,5,0.28938688428664455,"recherche, comprendre, prompt, venir, numérique, données, étapes, ressources, unesco, fraternite, utiliser, billet",france,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,Documents institutionnels,piste comprendre force limit termes environnemental formateurs sensibiliser public importance esprit critique point attention faut utilisation avant pouvoir utiliser iag faut instruction aller loin start lors fiche accompagnement drane liberte egalite fraternite fraternite aller loin ressources permettre approfondir contexte cadre bernard rapport avenir public paris conseil europe institutionnel recommandations institutionnel mar sommet video quel cadre quels usages international institutionnel internationale charte culture institutionnel nationale recherche dgesco janvier haut niveau quel cad,"Documents institutionnels PISTES D'USAGES :

Sensibilisation à l'IA générative : outil pédagogique pour comprendre les forces et limites des IA conversationnelles, notamment en termes de fiabilité, de diversité linguistique et d'impact environnemental. Formation et éducation : Support pour les formateurs et enseignants souhaitant sensibiliser leur public à l'intelligence artificielle et à l'importance de l'esprit critique.

X POINTS D'ATTENTION :

Il faut accepter les modalités d'utilisation avant de pouvoir d'utiliser le service. Comme pour tous les services d'IAG, il ne faut pas déposer de données à caractère personnel dans les instructions.

POUR ALLER PLUS LOIN :

- Conférence de présentation du service par la start'up d'État GenAI Impact lors d'un séminaire de la BnF :

[https://www.youtube.com/watch? v=i7IAJUzjk0c](https://www.youtube.com/watch?v=i7IAJUzjk0c)

- Fiche d'accompagnement proposée par la DRANE Occitanie :

https://pedagogie.ac-montpellier.fr/decouvriret-questionner-l"
3,1,0.05770523686049249,"language, teach, source, response, ethical, user, assessment, task, knowledge, natural, content, chatgpt",france,policy_men_dne_brochure_ia_2024_uk_web,4.2 How does it contribute to the learning experience?,contribute experience contribute experience large increase teaching grow evidence improve interface experience interface natural language processing generation speech interface video analysis learner judge attention emotion adaptive analyse result questionnaire function adapt user content difficulty begin analyse learner behaviour sensor interface principle adaptation context objective learner collaboration learner project offer addition design form increase difficulty concept zone concept exercise difficult exercise zone progress measure performance element integrate automatically adapt learn,"How does it contribute to the learning experience? 4.2 How does it contribute to the learning experience?

'Artificial intelligence (AI) has a large and increasing role in education. One important case is of personalised teaching systems which are already well established, with growing evidence of their effectiveness for improving learning (VanLehn, 2011; Kulik &amp; Fletcher, 2016; Steenbergen-Hu &amp; Cooper, 2014, 2013; Ma, Adesope, Nesbit, &amp; Liu, 2014; du Boulay, 2016). AI in education (AIED) systems may also make diverse and sophisticated use of AI to create the interface that is so important for the learning experience . For example, the interface may use natural language processing and generation, speech interfaces, avatars, video analysis of the learner to judge their attention and emotion.'

(Khosravi et al. , 2022)

'By using algorithms, learning can be adaptive . By analysing the student's learning traces, such as results from questionnaires or software usage data, the s"
3,2,0.05693123124982082,"language, teach, source, response, ethical, user, assessment, task, knowledge, natural, content, chatgpt",france,policy_men_dne_brochure_ia_2024_uk_web,Five dimensions of artificial intelligence,dimension present dimension diagram dimension perception world sensor object identification recognition indicate representation reason agent representation world reason learn natural interaction agent form knowledge interact societal affect society positive combine perception reason interaction societal governance link capability ethical social perception world sensor representation reason agent representation world reason representation structure representation reason agent reason complex problem think learn thanks natural interaction agent knowledge interact agent language recognize facial e,"Five dimensions of artificial intelligence

This figure presents artificial intelligence through five connected dimensions arranged in a circular diagram. The five dimensions are:

1. Perception: Computers perceive the world using sensors. The example shown includes object identification and recognition of a human with an indicated accuracy. 2. Representation and reasoning: Agents maintain representations of the world and use them for reasoning. 3. Learning: Computers can learn from data. 4. Natural interaction: Intelligent agents require many forms of knowledge to interact naturally with humans. 5. Societal impact: AI can affect society in both positive and negative ways. The figure is relevant because it frames AI as more than a technical system. It combines perception, reasoning, learning, human interaction, and societal impact. This is useful for AI-in-education governance because it links technical capabilities with ethical, social, and educational consequences. 1. Perception: Com"
3,3,0.053710777368142955,"language, teach, source, response, ethical, user, assessment, task, knowledge, natural, content, chatgpt",france,policy_men_dne_brochure_ia_2024_uk_web,Fonctions de ChatGPT pour soutenir les enseignants dans leurs pratiques,fonctions chatgpt soutenir pratiques aspect function teach generate course material chatgpt dialogue format chatgpt generate chatgpt learner chatgpt material learner perform language translation chatgpt material assessment generate assessment task chatgpt ability generate exercise quiz scenario aid assessment evaluate performance chatgpt train time focus aspect teach source,"Fonctions de ChatGPT pour soutenir les enseignants dans leurs pratiques

| Aspect | Function | Representative Quotes |
|----------------------|---------------------------------|------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Teaching preparation | Generating course materials | 'we asked ChatGPT to create one of the dialogues above in a format that can be imported into DialogFlow. ChatGPT was able to generate it successfully' |
| | Providing suggestions | 'I told ChatGPT that the learner was with dyslexia, and eventually ChatGPT recommended specific learning materials for the learner' |
| | Performing language translation | 'ChatGPT can be used to translate educational materials into different languages' |
| Assessment | Generating assessment tasks | 'Another use of ChatGPT is its ability to generate exercises, quizzes, and scenarios which can be used in the classroom to aid i"
3,4,0.04508023818129886,"language, teach, source, response, ethical, user, assessment, task, knowledge, natural, content, chatgpt",france,policy_men_dne_brochure_ia_2024_uk_web,Presentation,presentation deep focus summary pattern relationship exist design explain prediction pattern supply introduce network open gans design learn distribution main purpose generate close pattern training gans significant traditional deep method open possibility gain attention life offer solution complex problem creation artistic content realistic paradigm influence perception innovation possibility industry innovative vaswani attention team introduce capable analyse set scale natural language processing adapt vision solution offer handle task translation content generation emotion analysis year lar,"Presentation

'Before 2014, deep learning models were primarily descriptive, focusing on the summary or patterns and relationships between existing data. These models were designed to explain data and prediction patterns based on the information supplied. However, (Goodfellow et al. , 2014) introduced the Generative Adversarial Network (GAN) , opening a new era of generative artificial intelligence (GAI). Unlike their descriptive counterparts, generative models, such as GANs, are designed to learn the underlying probability distribution of data. Their main purpose is to generate new data samples that match as close as possible the patterns observed in the training data . The development of GANs marked a significant breakaway from traditional deep learning methods, opening up exciting possibilities for generative artificial intelligence. Generative artificial intelligence has since gained huge attention due to its transformative impact in various areas of life. It offers seamless soluti"
3,5,0.04323597765790804,"language, teach, source, response, ethical, user, assessment, task, knowledge, natural, content, chatgpt",france,policy_men_dne_brochure_ia_2024_uk_web,Résumé,lieux apports recherche directrices institution internationale approches politiques publiques enjeux current situation research contribution guideline international institution definition proposal public ethical turn point produce youth offer contribution research guideline international institution diversity definition public ethical field train teach turn point great language direction nationale propose lieux janvier apports recherche directrices institution internationale approches enjeux politiques publiques enjeux domaines piste travail enseigner actuel grand langage résumé état éthiques ,"Résumé État des lieux sur les apports de la recherche et les lignes directrices des institutions internationales sur l'intelligence artificielle et l'éducation :

définitions et approches, politiques publiques, enjeux éthiques, applications, tournant des IA génératives. Current situation on the Research Contributions Guidelines of international institutions on artificial intelligence and education:

definitions and proposals, public policies, ethical issues, applications, turning point of Generative AI.

Abstract

This document, produced by the Digital Directorate for Education (Ministry of National Education and Youth), offers an inventory (January 2024) of the contributions of research and the guidelines of international institutions on the artificial intelligence (AI) and education: diversity of definitions and approaches, issues for public policies, ethical issues, fields of application, avenues for training and teaching, perspectives with the turning point of generative AI and gre"
