topic,representativeness_score,topic_confidence,topic_margin,doc_id,country,source_type,nmf_token_count,heading_context,nmf_source_text,nmf_clean_text
2,1.0,1.0,1.0,policy_2025_12_16_first_interim_report_en,ireland,original,100,Disability,"Disability

AI technologies and should be supported to engage in national and EU- level frameworks that support their linguistic autonomy. Witnesses stressed that the State is not meeting its obligations under the UNCRPD, suggesting that the human rights strategy and the implementation of co-creation are starting points for advancing its implementation. The Disability Federation of Ireland summarised the task at hand well, stating:

' While AI has the potential to support independent living, participation and active citizenship for the disability community, it is only if the inherent biases of AI systems are identified and corrected; if the diversity of lived experience of disability is acknowledged and addressed, with a primary focus on co-design and co-creation; if the cost burden of AI systems and enabled technologies do not fall on individuals; and if there are strong regulatory systems in place, with accessible and freely available information on AI to increase awareness and understanding. '

The Committee backs this, and the United Nations Convention on the Rights of Persons with Disabilities (UNCRPD), the EU AI Act and the public sector duty provide the legal framework. The nine designated authorities and the GovTech Delivery Board will also play a role here. As part of its role, the national AI office should commit to ensuring that disabled people can collaborate and contribute so that AI tools and systems benefit people with disabilities rather than creating additional barriers for them and that private operators and public services operate in a manner that is based on the principles of equality and autonomy. As asserted by the DPO Network, ' we need to control and direct AI to meet our needs, not have AI direct and control our lives.'

Recommendations:

75. How AI may help or hinder, in terms of disability, and addressing the bias prior to deployment of AI tools or services, should be a top priority within this new policy area. 76.",disability framework linguistic autonomy stress meet obligation uncrpd suggest strategy start point advance disability federation summarise task hand potential independent living participation active citizenship disability community inherent bias correct diversity live experience disability acknowledge addressed focus cost burden fall individual strong regulatory place accessible freely increase awareness united convention person disability uncrpd act public sector duty legal framework designate authority govtech delivery board play office commit disabled people collaborate contribute people disability additional barrier private public operate manner principle equality autonomy assert dpo network control direct meet direct control live recommendation help hinder term disability address bias prior deployment priority
2,1.0,1.0,1.0,policy_2025_12_16_first_interim_report_en,ireland,original,79,Accountability,"Accountability

for the Responsible Use of AI in the Public Service' should be amended to include a reference to the Public Sector Human Rights and Equality Duty. The Duty should be the core framework guiding public bodies in their adoption of AI, ensuring that systems are rights-compliant from the start. 51. Any AI-powered tools or systems being considered for use by Government Departments or State bodies must follow a procurement process and undergo risk assessment and bias testing, before deployment. 52. A clear, auditable line of investigation should be established to ensure that regulators have access to vital information. 53. A publicly accessible central register for all algorithmic systems used by the Government and public bodies should be made mandatory. Information relating to public sector use of AI-powered tools and systems should be provided with details relating to the developer, deployer and vendor of AI-systems, procurement costs, the performance metrics used, and any findings of assessments carried out prior to deployment. 54. The Courts should be resourced to have the expertise necessary to determine and deliberate on defects within AI systems. 55. Recognising the operational challenges, the State should consider ways to monitor and report AI products developed in other jurisdictions that have been shown to have human rights breaches. 56. The Department of Public Expenditure, Infrastructure, Public Service Reform and Digitalisation should provide clear guidelines, not only on the use but also on the procurement of AI systems and services. 57. Policies and practices should be put in place to ensure that there is an incentive and obligation in the corporate sector to protect and include minorities.",accountability responsible public amend public sector equality duty duty core framework guide public body adoption start body follow procurement undergo risk assessment bias test deployment clear auditable line investigation regulator vital publicly accessible central register algorithmic public body mandatory public sector detail developer deployer procurement cost performance metric assessment prior deployment court expertise necessary determine deliberate defect recognise operational monitor product jurisdiction breach public expenditure infrastructure public reform digitalisation clear guideline procurement place incentive obligation corporate sector protect minority
2,1.0,1.0,1.0,policy_2025_12_16_first_interim_report_en,ireland,original,30,The public good,"The public good

services. So, providing the public with information and a say in how this evolving technology is adopted in Irish society is a must. This is reflected in the Committee 's recommendations in section 2.1 for the national AI Office to include mechanisms for societal collaboration and public input. Recommendations: 30. The State should take action to mitigate against an overreliance on the private sector on foot of AI. 31. The State should explore publicly owned AI resources and technologies. 32. A national conversation on AI and mechanisms for the public to have an input on how this evolving technology is adopted in Irish society is a must.",public good public evolve adopt society reflect recommendation office mechanism societal collaboration public input recommendation action mitigate overreliance private sector foot explore publicly conversation mechanism public input evolve adopt society
2,1.0,1.0,1.0,policy_2025_12_16_first_interim_report_en,ireland,original,97,The public good,"The public good

While business is a key part of the picture as Ireland seeks economic AI opportunities, witnesses did discuss the need to mitigate against over-reliance on the private sector and to protect the public good. Members raised concerns around AI development and private companies dominating the creation of AI and questioned the role of regulation in this regard. It was remarked more than once that ' if you are not paying for the product, you are the product ' , and that some companies and platforms have such a monopoly that people are sometimes very much tied to using them, whether they like it or not. One witness positioned the 'dominance of big tech' as a crucial issue. Some Committee Members raised concerns about an imbalance in the current approach to AI in favour of the economy, and with the decision to place the National AI office under the Department of Enterprise, Tourism and Employment, noting that 22 of 25 AI commitments in the Programme for Government are coming under an economic theme. This is reflected in the Committee's recommendations in section 2.1 for the national AI Office to function independently and to include mechanisms for societal collaboration and public input. The need for a national conversation around AI was also highlighted by witnesses. The way AI has landed in our homes and on our devices with seemingly little information or consent was discussed during the Committee 's meetings. Concerns around data, profiling algorithms and even LGBT+ people being outed need to be addressed. A 'wild west' in the current AI landscape was referred to, as well as a sense of a lack of consent around digitization or the feeling of being forced out of services. So, providing the public with information and a say in how this evolving technology is adopted in Irish society is a must. This is reflected in the Committee 's recommendations in section 2.1 for the national AI Office to include mechanisms for societal collaboration and public input. Recommendations:

30.",public good business picture economic discuss mitigate private sector protect public good raise concern private company dominate creation regulation regard remark pay product product company platforms monopoly people position dominance big tech crucial raise concern imbalance current favour economy decision place office tourism employment note commitment come economic theme reflect recommendation office function independently mechanisms societal collaboration public input conversation highlight land home seemingly little consent discuss meeting concern profile lgbt people addressed wild west current landscape refer sense lack consent digitization feeling force public evolve adopt society reflect recommendation office mechanism societal collaboration public input recommendation
2,1.0,1.0,1.0,policy_2025_12_16_first_interim_report_en,ireland,original,50,1. RECOMMENDATIONS,"1. RECOMMENDATIONS

the UNCPRPD, EU AI Act and public sector duty in light of the new challenges AI presents. 82. Resources should be provided to DPOs, and disability organisations and disabled people to ensure they can continue to provide expertise and to collaborate with Government Departments, State agencies and other bodies. 83. Guided by the blueprint set out by the DPO network, where Government Departments or State bodies are considering the deployment of AI, pathways and mechanisms should be established to ensure disabled people are involved in the design and assessment of those services. 84. There must be equitable access to AI-powered tools that can benefit disabled people, or address education, literacy and digital gaps, including for those in prison or other congregated settings. 85. To increase input from people with disabilities, a feedback loop or mechanism should be established by the AI Office so that we can better understand how users are interacting with AI and the difficulties they experience.",recommendation uncprpd act public sector duty light present dpos disability disable people continue expertise collaborate agency body guide set dpo network body deployment pathway mechanisms disabled people involve design assessment equitable disabled people address literacy gap prison congregate setting increase input people disability feedback mechanism office user interact difficulty experience
3,1.0,1.0,1.0,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1,ireland,original,58,5. Referencing of Artificial Intelligence sources,"5. Referencing of Artificial Intelligence sources. Artificial Intelligence Use is Prohibited

If your Teacher/Tutor tells you that Artificial Intelligence use if prohibited for an assessment, this means that you are not allowed to use Artificial Intelligence under any circumstances . If you use Artificial Intelligence tools even though the assessment has been categorised as 'prohibited' , you may be penalised. If you are penalised for inappropriate use of Artificial Intelligence, you will be subject to standard CMETB Academic Integrity and Assessment Malpractice procedures.

5. Referencing of Artificial Intelligence sources

If you use Artificial Intelligence sources in any assessment, you must acknowledge this clearly and explicitly in the work you submit to your Teacher/Tutor. If you have made use of an Artificial Intelligence chatbot or other tool, which provides the sources it has used to generate content, 3 you have to independently verify these sources and reference them. This means that you must make sure that these sources exist and that they contain the information that the Artificial Intelligence tool has described. For example, if a chatbot tells you that it used Howard Zinn's A People's History of the United States to generate a response, then you must attribute the idea to the author (Zinn) and the text ( A People's History ) using the referencing style recommended by your Teacher/Tutor.",source prohibit tutor tell prohibit assessment allow circumstance assessment categorise prohibit penalised penalised inappropriate subject standard cmetb academic integrity assessment malpractice procedure source source assessment acknowledge clearly explicitly submit tutor chatbot source generate content independently verify source sure source exist contain chatbot tell howard zinn people history united generate response attribute idea zinn people history style recommend tutor
3,1.0,1.0,1.0,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1,ireland,original,101,Examples of academic misconduct involving AI-generated content,"Examples of academic misconduct involving AI-generated content

This figure presents examples of problematic or dishonest uses of AI-generated content in assessment and academic work. The examples focus on cases where the submitted work no longer properly reflects the student's own work, analysis, evaluation, calculations, or acknowledgement of sources. The examples include:

- Copying or paraphrasing, including summarising, sections of AI-generated content so that the work is no longer your own. - Copying or paraphrasing whole responses of AI-generated content. - Using artificial intelligence to complete parts of the assessment so that the work does not reflect your own work, analysis, evaluation, or calculations. - Failing to acknowledge use of AI tools when they have been used as a source of information. - Providing incomplete or poor acknowledgement of AI tools. - Submitting work with intentionally incomplete or misleading references or bibliographies. The figure is relevant because it links AI use to academic integrity. It shows that the issue is not only whether AI is used, but whether the use is transparent, properly acknowledged, and consistent with the requirement that submitted work reflects the learner’s own contribution. | Copying or paraphrasing (summarising) sections of AI- generated content so that the work is no longer your own | Copying or paraphrasing whole responses of AI-generated content | Using Artificial Intelligence to complete parts of the assessment so that the work does not reflect your own work, analysis, evaluation or calculations |
|------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------------|
| Failing to acknowledge use of AI tools when you have used them as a source of information | Incomplete or poor acknowledgement of AI tools | Submitting work with intentionally incomplete or misleading references or bibliographies |

It is essential that you understand why you cannot use Artificial Intelligence in ways that are not permitted by your Teacher/Tutor and which prevent you from achieving stated learning outcomes. You must also be informed that unpermitted Artificial Intelligence use for assessment purposes is malpractice and will result in penalties. Your Teacher/Tutor will provide you with detailed information about the potential penalties associated with this.",academic misconduct content present examples problematic dishonest content assessment academic focus submit longer properly reflect analysis evaluation calculation acknowledgement source examples copy paraphrase summarise content longer copy paraphrase response content complete assessment reflect analysis evaluation calculation fail acknowledge source incomplete poor acknowledgement submit intentionally incomplete mislead link academic integrity transparent properly acknowledge consistent requirement submit reflect learner contribution copy paraphrase summarise content longer copy paraphrase response content complete assessment reflect analysis evaluation calculation fail acknowledge source incomplete poor acknowledgement submit intentionally incomplete mislead essential permit tutor prevent achieve outcome inform unpermitted assessment purpose malpractice result penalty tutor detail potential penalty associate
3,1.0,1.0,1.0,policy_ratified_ai_in_assessment_guidelines_for_learners_v1_1,ireland,original,38,Examples of academic misconduct involving AI-generated content,"Examples of academic misconduct involving AI-generated content

are not permitted by your Teacher/Tutor and which prevent you from achieving stated learning outcomes. You must also be informed that unpermitted Artificial Intelligence use for assessment purposes is malpractice and will result in penalties. Your Teacher/Tutor will provide you with detailed information about the potential penalties associated with this. Your Teacher/Tutor is obliged to instruct you in the principles of academic integrity before setting you an assessment. You should read the ETBI academic integrity handbook, which provides a useful guide to the definition of plagiarism and its consequences.",academic misconduct content permit tutor prevent achieve outcome inform unpermitted assessment purpose malpractice result penalty tutor detail potential penalty associate tutor oblige instruct principle academic integrity set assessment read etbi academic integrity handbook useful guide definition plagiarism consequence
3,1.0,1.0,1.0,policy_ai_policy_june_2025,ireland,original,40,"· When completing work, students must not:","· When completing work, students must not:

- o Copy or paraphrase whole sections of content generated by AI to a point at which a student's work could not be considered their own. - o Fail to acknowledge the use of AI tools when submitting work. The source of the information must be provided clearly. - Inform Teacher: If students are unsure on whether their work breaches the above rules, then they should talk to their teacher to obtain further guidance. - Respect: All users of AI technologies in our school, including students, teachers, and staff, must exercise responsible and ethical use. This includes:
- o Respecting the rights, privacy, and intellectual property of others. - o Avoiding misuse that could lead to harmful, dangerous, or illegal outcomes. - o Adhering to school policies on appropriate AI assistance levels. - o Monitoring AI systems and reporting ineffective or unethical behaviours. - o Considering the broader societal impacts of AI use.",complete copy paraphrase content point fail acknowledge submit source clearly inform unsure breach rule talk obtain guidance user staff exercise responsible ethical privacy intellectual property avoid misuse lead harmful dangerous illegal outcome adhere assistance monitor ineffective unethical behaviour broad societal
3,1.0,1.0,1.0,policy_ai_policy_june_2025,ireland,original,35,6. Responsibilities - Senior Management,"6. Responsibilities - Senior Management

Our entire school community have a role in implementing the AI Policy. - Senior Management will be responsible for disseminating the policy, including, where relevant, the application of sanctions. - To oversee the implementation of the policy. - To establish structures and procedures for the implementation of the AI Policy. - To provide all staff - including teachers, resource teachers, supply staff, special needs assistants and administrative staff with the School's AI Policy. To notify all parties when the policy has been updated. - To provide training for staff in the appropriate and responsible use of AI. - To ensure that users understand that failure to adhere to this AI Policy will result in the loss of privilege and/or disciplinary action. - To monitor the implementation of the policy.",responsibility senior management entire community senior management responsible disseminate sanction oversee structure procedures staff supply staff special assistant administrative staff notify party update train staff responsible user failure adhere result loss privilege disciplinary action monitor
