topic,representativeness_score,topic_confidence,topic_margin,doc_id,source_type,synthetic_type,nmf_token_count,nmf_source_text,nmf_clean_text
2,1.0,1.0,1.0,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,original,not_synthetic,69,"GenAI and assessment

detection tools can reliably detect the use of GenAI by learners in academic work submitted for assessment and 23% say they are not at all confident. 5% are extremely confident. Of those who are unsure, 37% are enrolled on a further education and training course at Level 5 or 6. Of those who are not at all confident, 37% are in higher education taught programmes and 36% are in further education and training courses at Level 5 or 6. 18% of those aged 38-47 are extremely confident versus 25% of those aged 18-27 who are extremely confident. Amongst staff respondents 46% are not at all confident that current GenAI detection tools can reliably detect the use of GenAI by learners in academic work submitted for assessment and 17% are unsure. 5% are extremely or very confident and 32% are slightly or somewhat confident. 83% of learners think it likely to some degree that GenAI will change how they are assessed over the next 5 years. 26% of learner respondents say it is extremely likely that GenAI will change how they are assessed over the next 5 years, and 49% staff respondents share that view. 4% of learners and 1% of staff think this is not at all likely. Of those learners enrolled on the social sciences, journalism and information courses 15% say this is extremely likely, versus 2% of those studying services.",assessment detection reliably detect learner academic submit assessment confident extremely confident unsure enrol training course confident high taught train course age extremely confident versus age extremely confident staff confident current detection reliably detect learner academic submit assessment unsure extremely confident slightly somewhat confident learner think likely degree assess year learner extremely likely assessed year staff view learner staff think likely learner enrol social science journalism course extremely likely versus
2,1.0,1.0,1.0,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,original,not_synthetic,88,"GenAI and assessment

54% of learner respondents are unsure if there are similar rules on using GenAI in assessments for learners in different modules, courses and subjects at their education provider and 6% say those rules are not at all similar. In the staff cohort who responded, 69% are unsure if there are similar rules on using GenAI in assessments for learners in different modules, courses and subjects in their organisation and 10% say those rules are not at all similar. 30% learner and 31% staff respondents say that learners are always, mostly or sometimes allowed to use GenAI tools or applications in academic work submitted for assessment. 2% of learners and 1% of staff respondents say they are always allowed. 48% of staff and 31% of learner respondents say they are unsure whether learners are allowed to use GenAI tools or applications in academic work submitted for assessment. Of staff who say they are unsure 65% (380 people) are educators / instructors / teachers/ trainers / research supervisors. 13% of staff versus 24% of learner respondents say that learners are never allowed to use GenAI tools or applications in academic work submitted for assessment. 10% of staff and 12% of learner respondents say it is highly appropriate for learners to use GenAI tools in assessments if they clearly state that they used them, how they used them and what they used them for. 17% of staff and 21% of learner respondents say it is not very or not at all appropriate. 14% of staff and 18% of learners are unsure. 1 in 5 (20%) of learner respondents say they are unsure if current GenAI detection tools can reliably detect the use of GenAI by learners in academic work submitted for assessment and 23% say they are not at all confident. 5% are extremely confident. Of those who are unsure, 37% are enrolled on a further education and training course at Level 5 or 6.",assessment learner unsure similar rule assessment learner module course subject provider rule similar staff cohort unsure similar rule assessment learner module course subject rule similar learner staff learner allow academic submit assessment learner staff allow staff learner unsure learner allow academic submit assessment staff unsure people educator instructor teacher trainer research supervisor staff versus learner learner allow academic submit assessment staff learner highly learner assessment clearly staff learner staff learner unsure learner unsure current detection reliably detect learner academic submit assessment confident extremely confident unsure enrol training course
2,0.9892849052016716,0.9892849052016716,0.9785698104033431,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,original,not_synthetic,121,"GenAI training for staff and learners. General knowledge of GenAI

7% of learners and 6% of staff rate their knowledge of GenAI as extremely knowledgeable. 25% of learner and 18% of staff respondents say they are very knowledgeable. 9% of the younger learners' cohort (18-27) rate their knowledge as extremely knowledgeable compared to 4.5% of learners aged 38-57 who say they are extremely knowledgeable.

GenAI training for staff and learners

63% of staff and 36% of learner respondents say it is extremely important for educators to teach learners how to use GenAI effectively and responsibly. Of the staff surveyed, 59% of the 475 respondents in this group working in public sector further education and training providers rated the issue as 'extremely important'. Similarly, 65% of the 335 university respondents and 73% out of the 255 staff working in technological universities or institutes of technology also considered it 'extremely important'. 50% of learners enrolled in social sciences, journalism and information say it is extremely important versus 18% of learners in education and 13% learners in natural sciences, mathematics and statistics who believe it is extremely important for educators to teach learners how to use GenAI effectively and responsibly. 20% of staff and 14% learner respondents say their organisation offers training for learners to enable them to use GenAI tools effectively and responsibly in their academic work. A quarter of learners are unsure and 41% of staff are uncertain if such training is being offered. Of staff who say that their institution offers training to learners 29% work at a university, 24% work in a public sector further education and training provider and 29% work in a technological university or institute of technology. In terms of whether it is important for educational providers to ensure that staff have the skills to enable them to use GenAI tools 'effectively and responsibly' 56% of staff respondents think it is 'extremely important'. One third of respondents say their organisation offers training to staff and a third is unsure. Among staff working in public sector further education and training providers, 14% of the 475 respondents (170 individuals) reported that their organisation offers them training. In universities, 29% of the 330 respondents (95 individuals) said the same. Meanwhile, 24% of the 255 respondents working in technological universities or institutes of technology (60 individuals) indicated that training is offered by their organisation.",train staff learner knowledge learner staff rate knowledge extremely knowledgeable learner staff knowledgeable young learner cohort rate knowledge extremely knowledgeable compare learner age extremely knowledgeable train staff learner staff learner extremely educator teach learner responsibly staff public sector training provider rat extremely similarly university staff university institute extremely learner enrol social science journalism extremely versus learner learner natural science mathematics statistic believe extremely educator teach learner responsibly staff learner offer train learner responsibly academic quarter learner unsure staff uncertain training offer staff institution offer train learner university public sector training provider university institute term provider staff skills responsibly staff think extremely offer train staff unsure staff public sector training provider individual offer train university individual university institute individual indicate training offer
2,0.9718219024172902,0.9718219024172902,0.9436438048345803,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,original,not_synthetic,29,"Assessment

In terms of policies or guidance for staff on the use of GenAI in summative assessment 44% are not aware of such policies and guidance and 11% find them unhelpful. Among learners, 30% of respondents say that they know how to find their education provider's policies or guidance (if any) for learners on using GenAI in academic work submitted for assessment, the remainder are unsure, not aware of such policies or don't know how to find them. 48% of staff and 31% of learner respondents say they are unsure whether learners are allowed to use GenAI tools or applications in academic work submitted for assessment.",assessment term guidance staff summative assessment aware guidance unhelpful learner know provider guidance learner academic submit assessment remainder unsure aware know staff learner unsure learner allow academic submit assessment
2,0.9591008709101398,0.9591008709101398,0.9430103058242644,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,original,not_synthetic,93,"Impacts on the workplace and on education. Content of education and training programmes

Learners and staff anticipate that GenAI will significantly reshape education over the next five years, particularly in how students learn and how curricula are designed. Both groups express concern that over-reliance on GenAI could lead to a loss of essential skills and a decline in trust in qualifications, with staff generally more concerned about these risks than learners.

Impacts on the workplace and on education

Overall, there are more learners who expect a positive than negative impact on education (40% vs 32% and the remainder unsure or neutral). The balance relating to the impact on the workplace is (45% vs 26% and the remainder unsure or neutral). Overall, there are similar numbers of staff who expect positive and negative impacts on education (39% vs 39% with the remainder unsure, neutral or silent) and on the workplace (57% vs 18% and the remainder unsure or neutral). Staff are more optimistic than learners about the impact of GenAI in the workplace. Many learners feel unprepared. Staff overwhelmingly believe learners lack adequate preparation. Of those that responded to the question about whether their programme prepares learners to use GenAI tools effectively only 12% answered yes, 56% answered no and the remainder were unsure. Both groups are uncertain about GenAI's impact on future job opportunities, with learners more divided in their expectations and staff leaning toward a neutral or uncertain outlook.",impact workplace train learner staff anticipate significantly reshape year particularly student learn curriculum design express concern over-reliance lead loss essential skill decline trust qualification staff generally concerned risk learner impact workplace overall learner expect positive negative impact remainder unsure neutral balance impact workplace remainder unsure neutral overall similar staff expect positive negative impact remainder unsure neutral silent workplace remainder unsure neutral staff optimistic learner impact workplace learner feel unprepared staff overwhelmingly believe learner lack adequate preparation prepare learner yes remainder unsure uncertain impact job opportunity learner divide expectation staff lean neutral uncertain outlook
3,1.0,1.0,1.0,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,original,not_synthetic,26,"7. Policy considerations

, designed in partnership with the OECD. 50 - b. DigComp 3.0 The European Digital Competence Framework. 51 4. Ensuring an ethical and equitable integration of GenAI into secondary education at sectoral level across the EU would require that all schools have access to suitable infrastructures and systems . 5. Further research is needed to better understand how AI is being used in the classrooms across the EU and its impact on the learning process and teaching practices. [50 AILit Framework](https://ailiteracyframework.org/)

[51 DigComp 3.0 - The Joint Research Centre: EU Science Hub](https://joint-research-centre.ec.europa.eu/projects-and-activities/education-and-training/digital-transformation-education/digital-competence-framework-digcomp/digcomp-30_en)",design partnership digcomp european competence framework ethical equitable integration secondary sectoral suitable infrastructure research need classrooms impact teach ailit framework digcomp joint research centre science hub
3,1.0,1.0,1.0,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,original,not_synthetic,36,"4. National policy actions for GenAI in education

(INTEF, 2024) deals with the challenges and opportunities associated with the use of GenAI in education. Likewise, the School of Computational Thinking and AI [Escuela de Pensamiento Computacional e Inteligencia Artificial - EPCIA] 23 has offered a range of CPD activities aimed at supporting educators in the use of GenAI. 20 For an overview of the national education system of Luxembourg, including a description of secondary education, see the page of its Eurydice Network national unit:

[https://eurydice.eacea.ec.europa.eu/eurypedia/luxembourg/overview](https://eurydice.eacea.ec.europa.eu/eurypedia/luxembourg/overview)

[21 einfach digital | Innovative Initiatives](https://innovative-initiatives.public.lu/initiatives/einfach-digital)

22 For an overview of the national education system of Spain, including a description of secondary education, see the page of its Eurydice Network national unit: https://eurydice.eacea.ec.europa.eu/eurypedia/spain/overview

[23 EPCIA - Code INTEF](https://code.intef.es/iniciativas/epcia/)",action intef deal challenge opportunity associate likewise computational thinking escuela pensamiento computacional inteligencia epcia offer aim support educator overview luxembourg description secondary eurydice network unit einfach innovative overview spain description secondary eurydice network unit epcia intef
3,1.0,1.0,1.0,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,original,not_synthetic,84,"Introduction

'commonsense' superficial understandings of 'being ethical' or 'being good', to ground the discussion in a robust understanding of normative ethics - something that almost never happens. The fact that the many guidance documents tend to ignore two millennia of moral philosophy is a core weakness that inevitably compromises their implementation. Put another way, questions of implementation are irrelevant if what is to be implemented is poorly framed or understood. Second, for the ethics of AIED to be actionable and effective, it is also necessary to critically engage with - although not be limited to - the ethics of AI (addressing issues such as fairness and non-discrimination, data protection and privacy, autonomy and accountability, all of which are pertinent to all domains in which AI is applied). Third, for the ethics of AIED to be actionable and effective, it is also necessary to account for the ethics of education itself (issues such as the aims of education, the choice of pedagogy, teacher and student agency), issues that are too often ignored or unacknowledged. For all these reasons, in order to examine how AIED may be developed, deployed and used ethically, this briefing document begins with the necessary foundations: a brief introduction to normative ethics, followed by an exploration of the ethics of AI, and finally a focus on the ethics of AIED itself. Not beginning with the specific ethical issues raised by AIED might seem counter intuitive; however, first clearly establishing the foundations (which are too often ignored) is essential.",introduction commonsense superficial understandings ethical good ground robust normative ethic happen fact guidance tend ignore millennia moral philosophy core weakness inevitably compromise irrelevant poorly frame understood second ethic actionable necessary critically limited ethic address fairness non-discrimination protection privacy autonomy accountability pertinent domain apply ethic actionable necessary account ethic aim choice pedagogy teacher student agency ignore unacknowledged reason order examine deploy ethically brief begin necessary foundation brief introduction normative ethic follow exploration ethic finally focus ethic begin ethical raise counter intuitive clearly foundation ignore essential
3,1.0,1.0,1.0,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,original,not_synthetic,44,"Ethical risks of AIED throughout the AIED pipeline

In this section, a diversity of example ethical risks are identified (the list is far from comprehensive), arranged by their position in the AIED pipeline. These go beyond the typical focus of the generic issues for the ethics of AI (on, for example, bias, privacy and discrimination) to bring to the fore the specific ethical issues of AIED. The issues listed below, together with many others all need to be addressed in any effective ethical framework for AI in education (Holmes et al., 2025) - yet most of them are rarely mentioned (Yan et al., 2025). In particular, most are not addressed in any detail in either the EC's Ethics Guidelines for Trustworthy AI (2018) or their Ethical Guidelines on the Use of AI and Data in Teaching and Learning for Educators (2026). This warrants further examination (which will be undertaken in this project's follow-up study).",ethical risk pipeline diversity ethical risk list far comprehensive arrange position pipeline focus generic ethic bias privacy discrimination bring fore ethical list need address ethical framework holmes rarely mention yan particular address detail ethic guideline trustworthy ethical guideline teach educator warrant examination undertaken follow-up
3,1.0,1.0,1.0,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,original,not_synthetic,45,"Ethics of AI

results, which is a consequentialist lens) or process (equity of treatment, a deontological lens)? Finally, having established this foundational overview of ethical questions emerging from the development and deployment of AI, it is also important to acknowledge that each domain in which AI is applied also raises specific ethical issues. For example, the ethics of AI in healthcare also raises ethical issues centred on, for example, patient choice; while the ethics of autonomous vehicles also involves ethical issues focused on assigning responsibility. Interestingly, this domain specificity is not substantively addressed by the EC's Ethics Guidelines (or by other guidance documents, such as Floridi &amp; Cowls, 2019). However, it is especially relevant to AI applied in education.",ethic result consequentialist lens equity treatment deontological lens finally foundational overview ethical emerge deployment acknowledge domain apply raise ethical ethic healthcare raise ethical centre patient choice ethic autonomous vehicle involve ethical focus responsibility interestingly domain specificity substantively address ethic guideline guidance floridi cowls especially apply
4,0.9477574533923341,0.9477574533923341,0.9000518257303479,sentiment_original_ai_views_of_youth_workers,original,not_synthetic,119,"1. Introduction

own [youth workers'] priorities, is completely absent from the youth work field. Even when national and European authorities have the chance to discuss complex aspects, as for instance the impact of Artificial Intelligence, with the tech giants, the educational and youth fields are insufficiently present or represented in this debate. While youth work may have a limited advocacy role in this area, it is still important to consider how to contribute to these discussions and keep in mind these considerations when implementing youth work in the digital context. (Di Paola, 2021)

To address this knowledge gap, this paper aims to examine the perceptions and experiences of AI in the European youth work sector. The purpose is to establish a baseline for what the current understanding of AI might be and what future youth work ers and youth practitioners' centred support is needed to ensure that any AI policymaking, education, and training actions are based on knowledge and relevant to the sector. This is to be achieved through the application of (1) desk literature review; (2) youth workers and youth work professionals centred data collection (e.g., interviews, focus groups, survey); (3) followed by an application of inductive reasoning and Constructivist Grounded Theory (Charmaz, 2014). The following questions guided this research study:

- What is known about the presence and impact of AI in the European youth field (and non-formal education sector)? - What are youth practitioners' and youth workers' perceptions of AI in their youth work practice? - What can be learned about possible challenges, needs, and opportunities related to the use of AI in youth work? - Moving forward, what support is needed to ensure that AI is implemented in line with youth practitioners' and youth workers' needs? At the European level, Artificial Intelligence ( AI ) is defined as:

systems that display intelligent behaviour by analysing their environment and taking actions -with some degree of autonomy -to achieve specific goals. AI - based systems can be purely software-based, acting in the virtual world (e.g.",introduction youth worker priority completely absent youth field european authority chance discus complex aspect instance impact tech giant youth field insufficiently represent youth limited advocacy contribute mind youth context paola address knowledge gap paper aim examine perception experience european youth sector purpose current youth youth practitioner centre support need policymaking train action knowledge sector achieve desk literature review youth worker youth professional centre collection focus follow inductive reason constructivist ground theory charmaz follow guide research know presence impact european youth field non-formal sector youth practitioner youth worker perception youth learn challenge need opportunity youth forward support need implemented line youth practitioner youth worker need european define display behaviour analyse environment action degree autonomy achieve purely software-based act virtual world
4,0.9432527850656225,0.9432527850656225,0.8978952181323353,sentiment_original_ai_views_of_youth_workers,original,not_synthetic,58,"AI and youth work workshop. 2. Methodology

Data collection for this study was conducted between June 2022 and February 2023. The following data collection methods were used:

2.1 AI and youth work workshop

The first set of data was collected at the symposium Navigating Transitions: adapting policy to young people's changing realities , organised the partnership between the European Commission and the Council of Europe in the field of youth on 21-23 June 2022 in Tirana, Albania. The purpose of the workshop was to facilitate an open discussion with a group of symposium participants about their experiences of AI in the youth field sector. Participants were primarily involved in direct youth work management and facilitation in youth work organisations. Despite using digital technologies in their work, none of the participants described themselves as digital and AI-experts. When joining the workshop, they indicated as the primary intention to learn about what AI means in the context of the youth sector.",youth workshop methodology collection conduct june february follow collection method youth workshop set collected symposium navigate transition adapt young people reality organise partnership european council europe field youth june tirana albania purpose workshop facilitate open symposium experience youth field sector primarily involve direct youth management facilitation youth despite described ai-experts join workshop indicate intention learn context youth sector
4,0.9364349382277343,0.9364349382277343,0.9027444471805626,sentiment_original_ai_views_of_youth_workers,original,not_synthetic,106,"'It's just a robot doing something': interest in AI divides in youth work

There are clear disparities between the degrees to which AI is being explored in the European youth sector. There is a small group of people who feel confident and are keen to examine AI either in a practical way or as a topic of discussion (e.g., ethics, AI impact on democracy). Survey results revealed that a minority of youth workers seem to proactively engage in AI related activities in their organisations. In many cases, such activities are primarily driven by young people's interests in the latest technology trends (e.g. ChatGPT), or are grounded in previous experimentation of the use of technologies in youth work settings. Many participants referred to the use of the latest AI-driven tools as a new addition to their already existing digital methodologies (e.g. a youth worker focusing on digital filmmaking referred to the recent use of ChatGPT for script writing). It might be argued that the more digitally experienced youth workers are, the more likely they are to examine the topic of AI in their practice. The AI-interest divide has also been confirmed in the interviews with the experts, who indicated that on a more strategic level AI related information is largely inaccessible to European youth workers. This lack of easily accessible and comprehensible information causes a sense of disconnection and disengagement from the topic. Indeed, some participants indicated that AI is of no significance to youth work, by saying that 'it's hard for me to connect these two [youth work and AI] and thus find some connection other than the use for collecting some data, statistics and some analysis ' . There is also some evidence of a paradoxical attitude towards AI where its impact on youth work is being minimised (e.g., 'AI use and awareness is very low, there is no need for it in the sector') , while calling for active resistance against its implementation in youth work (e.g. 'we should protect human connection from AI influence at any cost').",robot interest divide youth clear disparity degree explore european youth sector small people feel confident keen examine practical topic ethic impact democracy result reveal minority youth worker proactively primarily drive young people interest late trend ground previous experimentation youth setting refer late ai-driven addition exist methodology youth worker focus filmmaking refer recent script write argue digitally experience youth worker likely examine topic ai-interest divide confirm expert indicate strategic largely inaccessible european youth worker lack easily accessible comprehensible cause sense disconnection disengagement topic indicate significance youth hard connect youth connection collect statistic evidence paradoxical attitude impact youth minimise awareness need sector resistance youth protect connection influence cost
4,0.9359107444714326,0.9359107444714326,0.8939804918842766,sentiment_original_ai_views_of_youth_workers,original,not_synthetic,88,"'It's just a robot doing something': interest in AI divides in youth work

where its impact on youth work is being minimised (e.g., 'AI use and awareness is very low, there is no need for it in the sector') , while calling for active resistance against its implementation in youth work (e.g. 'we should protect human connection from AI influence at any cost'). Such interest divide might be framed within a wider European youth work and more broadly, within the problem of 'the big data divide' (Andrejevic, 2016). Since the Covid -19 pandemic, youth workers and youth work organisations oscillate between two spectrums - those who take the lead in the sector and those who try to catch up witho ut burning out. Like the current study, Pawluczuk's (2022) review revealed that the digitally excluded or partially digitally excluded youth workers often struggle with a sense of anxiety, overwhelm, and digital fatigue. However, such a sense of being overwhelmed and powerless in the context of AI-driven society might also be framed as a structural issue grounded in the big data divide 'the asymmetric relationship between those who collect, store, and mine large quantities of data, and those whom data collection targets'' (Andrejevic, 2014). It is important to note that digital and data divides lead to new forms of social injustice, whereby those with more access to information are at less risk of becoming socially or educationally excluded (Ada Lovelace Institute, 2021).",robot interest divide youth impact youth minimise awareness need sector resistance youth protect connection influence cost interest divide frame wide european youth broadly problem big divide andrejevic pandemic youth worker youth oscillate spectrum lead sector try catch witho burn current pawluczuk review reveal digitally exclude partially digitally exclude youth worker struggle sense anxiety overwhelm fatigue sense overwhelm powerless context ai-driven society frame structural ground big divide asymmetric relationship collect store large quantity collection target andrejevic note divide lead form social injustice risk socially educationally exclude ada lovelace institute
4,0.9345490125471012,0.9345490125471012,0.8758882448322624,sentiment_original_051024_insights_into_ai_and_the_youth_sector,original,not_synthetic,126,"3. AI and youth work

to algorithmic profiling and surveillance? AI driven by young people's interests - there are youth workers who feel confident and are keen to examine AI either in a practical way or as a topic of discussion (for example ethics, AI's impact on democracy), yet they seem to be a minority. When such activities take place, they seem to be primarily driven by young people's interests in the latest technology trends or are grounded in previous experimentation with technologies in youth work settings. It might be argued that the more digitally experienced youth workers are, the more likely they are to engage with AI in their practice. AI and information in the youth sector - despite the enthusiasms for using AI tools, youth workers in Europe see a lack of easily accessible information which causes a sense of disconnection and disengagement from the topic. Some youth workers consider that AI has low relevance for youth work activities. At the same time, there is some evidence of a paradoxical attitude towards AI where youth workers minimise its relevance (since there is a low adoption of the technology and little awareness on the topic), while calling for active resistance against its implementation in youth work. AI and 'the big data divide' - especially since the Covid-19 pandemic, youth workers and youth work organisations have oscillated between two spectrums those who take the lead and those who try to catch up without burning out. This links to another issue, where digitally excluded or partially excluded youth workers often struggle with a sense of anxiety, overwhelmingness and digital fatigue. However, such a sense of being overwhelmed and powerless in the context of AI-driven society might be part of a larger structural issue grounded in the big data divide - 'the asymmetric relationship between those who collect, store and mine large quantities of data, and those whom data collection targets' . 9 It is important to note that digital and data divides lead to new forms of social injustice, whereby those with more access to information are at less risk of becoming socially or educationally excluded.",youth algorithmic profiling surveillance drive young people interest youth worker feel confident keen examine practical topic ethic impact democracy minority place primarily drive young people interest late trend ground previous experimentation youth setting argue digitally experience youth worker likely youth sector despite enthusiasms youth worker europe lack easily accessible cause sense disconnection disengagement topic youth worker relevance youth time evidence paradoxical attitude youth worker minimise relevance adoption little awareness topic resistance youth big divide especially pandemic youth worker youth oscillate spectrum lead try catch burn link digitally exclude partially exclude youth worker struggle sense anxiety overwhelmingness fatigue sense overwhelm powerless context ai-driven society large structural ground big divide asymmetric relationship collect store large quantity collection target note divide lead form social injustice risk socially educationally exclude
5,1.0,1.0,1.0,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,66,"Teachers' reaction to the AI4T professional learning pathway. 5.2 Teachers' reaction to the AI4T professional learning pathway

This section focuses on the teachers' experience in relation to the AI4T professional learning pathway. Teacher responses from the endline questionnaire, as well as the analysis of teacher interviews, form the corpus of data used to outline the findings. Seven of the nine teachers completed this section of the questionnaire. The other two teachers who were in the intervention group appear to have misinterpreted the filter question ('Did you have access to the AI4T professional learning pathway?') and answered 'no'. These teachers did participate in the various elements (MOOC, webinars, textbook, face-to-face sessions) of the professional learning programme so perhaps did not realise the phrase 'AI4T learning pathway' was referring to the combination of these elements, or they may have thought it referred to completing all the elements. Consequently, the questions in relation to the professional learning pathway were not visible to them. What is encouraging is that the majority of the teachers who did complete this section on the professional learning pathway stated that it had 'completely' or 'for the most part' met their expectations. Table 13. Teacher responses on whether the AI4T professional learning experience met their expectations As the AI4T professional learning pathway consisted of four different elements, it is interesting to see how the teachers engaged with each of the parts (Table 14). | | n | % |
|-------------------------------|-----|------|
| Completely | 3 | 42.9 |
| Pretty much/for the most part | 3 | 42.9 |
| Somewhat/a little | 1 | 14.3 |
| Not at all | 0 | 0.0 |

Table 14.",teacher reaction professional teacher reaction professional focus teacher experience relation professional teacher teacher form corpus outline seven teacher complete teacher appear misinterpret filter professional teacher participate element mooc webinars face-to-face professional realise phrase refer combination element think refer complete element consequently relation professional visible encouraging majority teacher complete professional completely meet expectation teacher professional experience meet expectation professional consist element interest teacher completely pretty somewhat little
5,0.9903864568032846,0.9903864568032846,0.9827192671498831,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,30,"Teachers' knowledge of AI. 5.3 Teachers' knowledge of AI

misconception previously evident in some of the teachers' responses in relation to the ability of AI to recognise an image without data training has now been resolved as after completing the AIT4 learning pathway, teachers identified that AI cannot recognise an image without having received any data beforehand. Table 23. Numbers/percentages of teachers who reported that the following descriptions could apply to an AI-based image recognition software

| | Baseline | Endline |
|------------------------------------------------------------------------------------------------------------|------------|-----------|
| It can recognise the image of a car without having received any data beforehand. | 5 55.6% | 0 0.0% |
| It can recognise the image of a car if it has seen other images that have been labelled as cars by humans. | 9 100.0% | 9 100.0% |",teacher knowledge teacher knowledge misconception previously evident teacher relation ability recognise training resolve complete teacher recognise receive teacher follow description apply ai-based recognition recognise car receive recognise car label car
5,0.9627746175260731,0.9627746175260731,0.9255492350521461,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,55,"Teachers' reaction to the AI4T professional learning pathway. 5.2 Teachers' reaction to the AI4T professional learning pathway

each of the parts (Table 14). | | n | % | |-------------------------------|-----|------| | Completely | 3 | 42.9 | | Pretty much/for the most part | 3 | 42.9 | | Somewhat/a little | 1 | 14.3 | | Not at all | 0 | 0.0 | Table 14. Numbers/percentages of teachers who completed the following parts of the AI4T professional learning pathway

| | Yes, entirely | Yes, entirely | Yes, partially | Yes, partially | No | No |
|-----------------------------------|-----------------|-----------------|------------------|------------------|------|------|
| | n | % | n | % | n | % |
| MOOC | 7 | 100.0 | 0 | 0.0 | 0 | 0.0 |
| AI for Teachers: An Open Textbook | 3 | 42.9 | 1 | 14.3 | 3 | 42.9 |
| Online webinar(s) | 5 | 71.4 | 1 | 14.3 | 1 | 14.3 |
| Face-to-face session | 7 | 100.0 | 0 | 0.0 | 0 | 0.0 |

Most teachers entirely or partially completed all four parts of the AI4T professional learning pathway. All seven teachers completed the MOOC and attended the face-to-face sessions, with the majority of them (71.4%) participating in the online webinars. The lower engagement rate with the online textbook (42.9%) are due to the late introduction of the book as part of the professional learning pathway. Teachers did not have access to it until they had completed the MOOC, but it was used by the facilitators of the pathway for their professional learning about AI. They also used sections of it as content during the online webinars when supporting the teachers (Table 14). Table 15.",teacher reaction professional teacher reaction professional completely pretty somewhat little teacher complete follow professional yes entirely yes entirely yes partially yes partially mooc teacher open webinar face-to-face teacher entirely partially complete professional seven teacher complete mooc attend face-to-face majority participate webinars engagement rate late introduction book professional teacher complete mooc facilitator professional webinars support teacher
5,0.9624751050989493,0.9624751050989493,0.9457216370953192,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,30,"On professional learning about AI. 7.1 On professional learning about AI

Although teachers stated that they intend to use AI tools in their classroom practice, their responses illustrate clearly that we need to consider more carefully the design of future learning activities connected to teachers' everyday classroom activities to enable them to understand the main ideas of AI (i.e., that AI is a software that learns, that it adjusts, and that it processes data) and to be able to define clearly what it is and to point to examples in classroom practice. In short, teachers need to be supported through a range of focused professional learning pathways to enable them to develop an understanding of how to effectively use existing and future AI powered tools in their classroom. It is also necessary for developers to work with teachers to create more appropriate educational AI tools.",professional professional teacher intend illustrate clearly need carefully design connect teacher everyday main idea learn adjusts define clearly point short teacher need support focused professional exist powered necessary developer teacher
5,0.9594819520562978,0.9594819520562978,0.9202748954400521,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,25,"Evaluation instruments. 2.3 Evaluation instruments

AI4T website. 1 Semistructured interviews (see Appendix 2 - Interview Guide) were conducted online using Zoom with nine teachers from the intervention group. The interviews took place from the 17th to 21st April inclusive after the administration of the endline questionnaires, and were all conducted by the principal investigator (Prof. Deirdre Butler) of the evaluation team. The interviews focused on the teachers' experience of the professional learning activities and AI tools. They covered the dimensions addressed in the questionnaires to provide a better understanding of the responses given by the participants. The teachers were also asked about their expectations and recommendations regarding AI policies. Figure 4. Calendar of the evaluation of the AI4T intervention",instrument instrument website semistructured conducted zoom teacher place inclusive administration conduct investigator deirdre butler team focus teacher experience professional dimension address teacher expectation recommendation calendar
